text,label,document_index,subset
fix make boxplot transform reason add configitemnameformatt remov configlayout,code/design_debt,311,train
groovydoc ad hyperlink method detail return type includ import foo type resolut fix odd font stylesheet,code/design_debt,312,train
solr789 javadoc randomsortfield readabl,documentation_debt,313,train
tomee2277 java refin modul name,code/design_debt,315,train
rearrang playbook easili support build local prs,code/design_debt,316,train
support collector servic instrument 730 collector instrument agent make agentjar output agent folder collector packag tri add metric annot chang instrument way reformat finish agent code wait pengyongsheng metric requir debug new instrument fix detect bug finish instrument fix compil issu,code/design_debt,317,train
spark9143 sql add planner rule automat insert unsaf safe row format convert two differ intern row format unsaferow old javaobjectbas row format end perform convers two format convers perform oper instead planner respons insert appropri format convers need patch make follow chang add two new physic oper perform row format convers converttounsaf convertfromunsaf add new method sparkplan allow oper express whether output unsaferow whether handl safe unsaf row input implement ensurerowformat rule automat insert convert oper necessari close 7482 joshrosenunsafeconverterplan squash follow commit 7450fa5 josh rosen resolv conflict favor choos unsaferow 5220cce josh rosen add roundtrip convert test 2bb8da8 josh rosen add union unsaf support test bump test coverag 6f79449 josh rosen add even assert execut 08ce199 josh rosen renam convertfromunsaf converttosaf 0e2d548 josh rosen add assert oper input row differ format cabb703 josh rosen add test filter 3b11ce3 josh rosen add miss test file ae2195a josh rosen fix 0fef0f8 josh rosen renam file d5f9005 josh rosen finish write ensurerowformat planner rule b5df19b josh rosen merg remotetrack branch originmast unsafeconverterplan 9ba3038 josh rosen wip,code/design_debt,319,train
merg pull request 388 steveblackmonstreams5211 streams521 initi implement twitter account activ api,code/design_debt,320,train
add link explan freebsd jail issu workaround,code/design_debt,321,train
minor fix open file leak log cleaner integr test close 2870 hachikujifixlogcleanertestleak,code/design_debt,322,train
reef80 mismatch bug yarncontainermanagerappendbydeleteandcr synchron write evalu log rethrow except write fail instead swallow jira reef80 httpsissuesapacheorgjirabrowsereef80 pull request close,code/design_debt,323,train
local file system base code distributor initi implement,code/design_debt,324,train
solr6273 reset test hook final block avoid leakag test,code/design_debt,325,train
cloudstack9630 cannot use listnic api advertis ad miss detail listnic api respons,code/design_debt,326,train
delet deprec code brooklynmementopersist,code/design_debt,327,train
prototyp code support leaf span,code/design_debt,329,train
remov new valid modul temporarili use build iter queri engin,code/design_debt,330,train
hotfix throw origin except thread pool except occur callablerun thread pool throw origin except instead throw new one make hard debug close 2887,code/design_debt,331,train
renam rdl distsql 7964 remov useless shardingspherevisitorgett renam rdlvisitor renam rdl distsql renam rdl modul name renam rdl packag name renam rdl class name,code/design_debt,332,train
workaround dirti schedul runqueu stat 3168,code/design_debt,333,train
made calculatorloc extend calculatorw work ideal move multipl interfac stuff exampl fine,code/design_debt,334,train
merg pull request 494 jbonofreamq7394 amq7394 simpl first fix use listenerhasspac recov messag jdbc messag store,code/design_debt,335,train
minor tidi,code/design_debt,336,train
calcite2216 improv extens aggregatereducefunctionsrul fabian huesk close apachecalcite650,requirement_debt,337,train
polish,code/design_debt,339,train
test tri improv test stabil squash follow commit possibl fix httpss3amazonawscomarchivetravisciorgjobs110235128logtxt close 1676,test_debt,341,train
artemis2022 enhanc fix checkstyl avoid duplic logic abil filter group instanti simplestr properti key get properti valu via getobjectproprti ensur special map properti amqpmessag would return avoid custom string repres null instead reli java represent null use objectstostr get string valu properti valu use group,code/design_debt,342,train
hbase16414 improv perform rpc encrypt apach common crypto colin,code/design_debt,344,train
hbase1121 cluster confus root commit better log,code/design_debt,346,train
solr9717 refactor export hardcod json output use api,code/design_debt,347,train
code style,code/design_debt,348,train
code cleanup,code/design_debt,349,train
test comment explor locat unmanag slow leak around locat one unmanag use entiti,code/design_debt,350,train
camelkubernet pod compon doc fix typo,documentation_debt,351,train
fix typo anonym fix github close 1998,documentation_debt,352,train
thrift3453 remov ratexclud ratexclud file within root sourc tree use anymor origin incub phase tool apach rat use httpcreadurapacheorgrat close 719,code/design_debt,353,train
accumulo4605 remov hardcod command main add usagegroup keywordexecut main class print usag command categor group,code/design_debt,354,train
pinot3091 new server side trim function new aggreg group new mcombinegroupbyoper use new implement server side trim function trim new trim function take map groupbi key result list input prevent build sever new map aggreg function improv perform new groupbi reduc garbag collect,code/design_debt,355,train
document sink better,documentation_debt,357,train
io project fix remov invalid file 1601,code/design_debt,358,train
httpsissuesapacheorgjirabrowseamq5266 httpsissuesapacheorgjirabrowseamq4485 fix warn log kahadb set batch messag alreadi consum use seq messageid addit singl dest test hammer case,code/design_debt,359,train
airflow397 document fix typo instati instanti,documentation_debt,360,train
polish,code/design_debt,361,train
cxf3693 securitytokenserviceprovid handl except proper,code/design_debt,362,train
ad schema valid config detail everi config schema type object name schema suffix topologyworkersschema simpl class string number boolean class suffici schema valu class instanc fieldvalid interfac use fieldvalid declar method valid field method return plainlanguag descript criteria user status compil test noth make use schema yet,test_debt,363,train
typo,documentation_debt,364,train
remov duplic lombok annot pulsarcommmon modul 5993 motiv class pulsarcommon modul mixtur follow lombok annot datahttpsprojectlombokorgfeaturesdata annot includ annot modif remov setter getter equalsandhashcod tostr data annot also present,code/design_debt,366,train
hotfixjavadoc fix typo watermark javadoc,documentation_debt,367,train
javadoc correct,documentation_debt,368,train
spark22951sql fix aggreg dropdupl empti data frame chang propos pull request spark sql support global aggreg group aggreg global aggreg alway return singl row initi aggreg state output even zero input row spark implement simpli check number group key treat aggreg global aggreg zero group key howev simpl principl drop ball follow case reason dfdropdupl rough translat someth equival translat implement rule replacededuplicatewithaggreg sparkemptydatafram contain zero column zero row therefor rule replacededuplicatewithaggreg make confus transform rough equival follow one transform confus result aggreg oper contain group key emptydatafram contain column get recogn global aggreg result spark sql alloc singl row fill initi aggreg state use output return wrong result fix issu tweak replacededuplicatewithaggreg append liter group key list result aggreg oper input plan contain zero output column way sparkemptydataframedropdupl translat group aggreg rough depict proper treat group aggreg return correct answer patch test new unit test ad close 20174 liufengdbfixdupl,code/design_debt,369,train
format,code/design_debt,370,train
hadoop9406 hadoopcli leak depend jdk tool jar tucu,code/design_debt,371,train
hotfixmetricsjavadoc fix typo,documentation_debt,372,train
bug 11646 ovm volum download volum fail root data volum return volum name instead full path ingrati mgmt server bad name convent,code/design_debt,374,train
remov restangular deliveryservicerequestservic 3611 remov restangular deliveryservicerequestservicej fix servic method throw error handler remov consol statement add miss messag request remov uneccessari autofocus,code/design_debt,375,train
httpsissuesapacheorgjirabrowseamq6204 fix remov logic virtual destin remov insid advisori broker clean virtual destin map proper ad test verifi also ad new debug log help track futur issu,code/design_debt,377,train
fix typo javadoc,documentation_debt,378,train
minorpython fix typo docstr top topic chang propos pull request fix typo docstr close 16967 rolandopysparkdoctypo,documentation_debt,380,train
avoid repetit log geo info cannot deriv entiti,code/design_debt,381,train
improv tobitmap pars int perform 2223,code/design_debt,382,train
fix ware,code/design_debt,383,train
ts1475 fix clang warn,code/design_debt,384,train
improvementcod style fix spell wait wait etc 4118 fix spell fix spell optim code convent add cannot construct process instanc return null add testexportprocessmetadata add testexportprocessmetadata add testimportprocessschedul add masterexecthreadtest add masterexecthreadtest add testsubprocessviewtre add testcomplementwithstartnodelist add testrecursefindsubprocessid add testrecursefindsubprocessid add testrecursefindsubprocessid,code/design_debt,385,train
add asgiven function add javadoc,documentation_debt,386,train
fixtyp leak inner structur type,code/design_debt,388,train
tobago1557 consolid tcbutton tclink tccommand undo set style fontweight,code/design_debt,389,train
cxf7579 remov exclud test,code/design_debt,390,train
spark20980sql renam wholefil multilin csv json chang propos pull request current option name wholefil mislead csv user current repres record per file actual one file could multipl record thus renam propos multilin patch test close 18202 gatorsmilerenamecvsopt,code/design_debt,391,train
accumulo378 remov unnecessari log make proper log setsystemproperti ignor invoc,code/design_debt,392,train
hdfs2129 simplifi blockread inherit fsinputcheck contribut todd lipcon,code/design_debt,393,train
ambari10935 version bar move fast top scroll onechiporenko,code/design_debt,394,train
camel1373 camelcas fix npe bug one polish code,code/design_debt,396,train
use sharddb config instead hardcod valu,code/design_debt,397,train
nifi4436 address miscellan minor issu updat comment compon updat style rpg consist ad icon nest version process group calcul numberst nest version process group,code/design_debt,399,train
clean,code/design_debt,401,train
dep remov redund combaidujprotobuf 3322 exclud jprotobuf jprotobufrpccor add commonsio use,code/design_debt,403,train
make schedul resili,code/design_debt,404,train
reef1559 remov unus method except chang remov method except class unus use singl place jira reef1559httpsissuesapacheorgjirabrowsereef1559 pull request close 1116,code/design_debt,405,train
display meaning inform run e2e test case fail 1012 display meaning inform run e2e test case fail,code/design_debt,406,train
reduc unus code reus hashmap,code/design_debt,407,train
kafka7532 cleanup control log shut broker 5831 line print empti use mkstring elimin arraybuff log empti,code/design_debt,408,train
multiedit better handl tag widget place tag widget separ action dialog class indic tag icon better clariti remov requir specifi dummi edit action multirul instead separ tag action appear automat long tag specifi multiedit properti conflict clientwebinfclassesresourcesmessagesproperti uicsscloudstack3css uiindexjsp,code/design_debt,409,train
add retrycallsil retryerutil make easi use 2729 add retrycallsil retryerutil make easi use add detail java doc retrycallsil,code/design_debt,410,train
grrr unbeliev bad compil failur typo,documentation_debt,411,train
flink5345 core migrat various cleanup call concurrencysaf directori delet,requirement_debt,412,train
initi checkin api multiplerel support increment replic chang attach need far test hook replic,test_debt,413,train
ad better except messag,code/design_debt,414,train
flink20679test remov unstabl test jobmastertesttestslotrequesttimeoutwhennoslotoff test jobmastertesttestslotrequesttimeoutwhennoslotoff longer need schedul part coveredi defaultschedulertestrestartverticesonslotallocationtimeout ensur vertic restart alloc timeout alloc timeout part cover physicalslotrequestbulkcheckerimpltesttestunfulfillablebulkiscancel ensur physicalslotrequestbulk time configur alloc timeout close 14448,test_debt,415,train
2084 simplifi show,code/design_debt,416,train
unus code patch stu hood review jbelli cassandra608,code/design_debt,417,train
remov unnecessari log,code/design_debt,418,train
tabl servic replay txnrequest implement motiv enabl tabl servic pulsar apacheincubatorpulsar1922 notic replay txnrequest miss somehow solut implement replay txnrequest logic command process close 1505 sijiereplaytxnrequest,requirement_debt,420,train
hbase19940 testmetashutdownhandl flakey addendum yet debug,test_debt,421,train
camel15036 make easier switch use supervis rout control,code/design_debt,422,train
tinkerpop2024 make server archetyp use remot travers sinc promot remot travers script would better archetyp use,code/design_debt,424,train
fix sonar warn stream leak,code/design_debt,425,train
zeppelin377 hang testingstartsparkclustersh 140 address httpsissuesapacheorgjirabrowsezeppelin377 patch chang spark packag download locat apach archiv mirror download 10min also add miss test 151 chang test version 140 141 close 380 leemoonsoofixsparktest squash follow commit 142583a lee moon soo add test 151 b8323e6 lee moon soo use mirror 13x later version spark,test_debt,429,train
arrow1415 glib support date32 date64 close 997 kouglibsupportdate32anddate64 squash follow commit e3a7ca4f kouhei sutou glib fix typo b88345e1 kouhei sutou glib fix build error maco c1186c37 kouhei sutou glib extract common code 8a337000 kouhei sutou glib support date64 type a1c7b0dd kouhei sutou glib support date32 type,documentation_debt,430,train
add miss licens header,documentation_debt,433,train
kafka3318 clean consum log error messag close 1036 hachikujikafka3318,code/design_debt,434,train
hbase22899 log improv snapshot oper wlarg manifest 547,code/design_debt,435,train
beam8992 ignor vet failur 10661,code/design_debt,436,train
hotfix fix typo windowedstream close 6825,documentation_debt,438,train
netbeans1867 tutori typo last review,documentation_debt,439,train
remov duplic websocket client,code/design_debt,440,train
futur api cleanup,code/design_debt,442,train
hdfs8207 improp log messag blockreport interv compar initi delay contribut brahma reddi battula ashish singhi,code/design_debt,443,train
ignite249 cleanup visoreventscommand class,code/design_debt,444,train
accumulo315 fix hang tabl merg unnecessari ad util print merg state,code/design_debt,445,train
drill7583 remov stop status oper outcom oper convert throw except error condist stop status unus patch remov stop status relat kill killincom method kill method replac cancel method handl normal case cancel limit close 1981,code/design_debt,446,train
1x1 convolut acceler 7613 1x1 convolut acceler gemm direct without im2col col2im 1x1 convolutionstride1pad0 1x1 convolut use common modern cnn network googlenetinceptionresnetmobilenet etc cpplint fix linalgimpl 7611 fix linalgimpl fix fix fix set build status success job end 7628 earlier code mark status success initi new show jenkin status success see check mark github open full build status see build havent even start run someth fail variabl chang failur even without merg red mark github indic build fail correct behavior unchang fix build status test 7629 instal requir sh2jush chang regex match capit alphabet clash warn thrown opencv driver entir codebas build mshadowuseclas0 7625 updat readmemd 7630 unit test csv iter doc updat libsvmit 7623 add unit test csv iter fix lint add libsvm mxnetio doc updat libsvm doc gpu access ndarray 7496 gpu access ndarray gpu access api gpu access fix updat capicc updat capicc refactor cudnn algo reg use string 7561 refactor cudnn algo reg use string refactor ctx list fix refactor saveinput updat iomd 7634 fix test 7633 explicit instal openjdk8 handl earlier version ubuntu instal softwarepropertiescommon updat updat command indent correct add script build doc file version 7636 add script build doc file version fix use add versipn script differ version add fashion mnist move mnist 7635 add fashion mnist move mnist refactor add doc dataset 7644 chang apach packag url https 7622 pip instal coreml convert mxnettocoreml 7624 fix coreml convert readm typosgrammaretc coreml convert readm updat talk layer first model provid exampl convert various standard model call issu inceptionv3 fix coreml convert readm typosgrammaretc coreml convert readm updat talk layer first model provid exampl convert various standard model call issu inceptionv3 pip instal convert mxnetcoremlconvert run maco python insid directori pippackag user need run python setuppi bdistwheel twine upload dist upload itll look like httpstestpypipythonorgpypimxnetcoremlconvert also updat readm convert reflect note go packag per tool time pleas leav feedback think better adopt polici tool one singl packag unit test continu pass inform pypi packag document updat maco releas note 1011 test chang name mxnettocoreml version 010 ad licens setuppi updat readm file correct pip packag name parallel window unit test python jenkin 7646 parallel python window test reorder clariti remov asset load insecur ad asset load origin secur 7649 skip fail test temporarili 7648 lower realli high threshold fix test failur 7650 doc updat instal doc generat 7647 fluent 7584 add 1x1 convolut test indent refactor random linalg contrib namespac 7604 refactor namespac contrib linalg random spars registr chang exampl document chang namespac usag exampl fix pylint remov unus import switch name alia linalg random chang stype comparison string int function use intern chang document use right namespac regist op ndarrayoppi symboloppi remov unus import chang name add ndarray symbol modul revert add ndarray symbol modul revert commit 8bc5de77bfdb40ff48dc570e2c6c49ec5d43ea64 add ndarray symbol modul fix gluon fasionmnist dataset 7655 fix gluon fasionmnist dataset parallel python unit test case jenkin 7658 parallel python unit test case parallel python unit test case jenkin parallel python unit test case jenkin chang namespac make log function chang 7627 chang namespac make log function chang help comment chang updat mklml mkl mac support 7587 1x1 convolut acceler gemm direct without im2col col2im 1x1 convolutionstride1pad0 1x1 convolut use common modern cnn network googlenetinceptionresnetmobilenet etc cpplint indent correct add 1x1 convolut test indent 1x1 convolut acceler gemm direct without im2col col2im 1x1 convolutionstride1pad0 1x1 convolut use common modern cnn network googlenetinceptionresnetmobilenet etc cpplint indent correct add 1x1 convolut test indent cpplint indent,documentation_debt,447,train
remov unnecessari file exist check anticompact patch marcus review paulo motta cassandra11660,code/design_debt,450,train
yarn695 remov mastercontain status unus field applicationreportproto fix bug applicationreportpbimpl contribut zhiji shen,code/design_debt,451,train
fix typo png,documentation_debt,453,train
bug 7088 show full error messag ad volum fail,code/design_debt,454,train
hotfixdocsconfig remov leftov file,code/design_debt,455,train
fix typo doc sure travers,documentation_debt,456,train
format,code/design_debt,457,train
fix typo comment 13933,documentation_debt,459,train
swith full inmemori java compil minro cleanup,code/design_debt,460,train
spark13637sql use inform simplifi code expand builder chang propos pull request code expandappli simplifi exist inform groupbyexpr paramet attribut child paramet project append alias group express child output patch test exist test close 11485 cloudfanexpand,code/design_debt,461,train
trafodion2810 fix typo provis guid,documentation_debt,462,train
remov debug print 2245,code/design_debt,463,train
spark19495sql make sqlconf slight extens chang propos pull request pull request make sqlconf slight extens remov visibl limit build function patch test logic chang everyth cover exist unit test close 16835 rxinspark19495,code/design_debt,466,train
spark7684 sql refactor metastoredatasourcessuit workaround spark7684 state spark7684 current testhivereset execut order specif bug make run specif test suit local pretti frustrat refactor metastoredatasourcessuit reli testhivereset heavili use various withxxx util method sqltestutil ask test case cleanup mess avoid call testhivereset close 6353 lianchengworkaroundspark7684 squash follow commit 26939aa yin huai move initi jsonfilepath beforeal a423d48 cheng lian fix scala style issu dfe45d0 cheng lian refactor metastoredatasourcessuit workaround spark7684 92a116d cheng lian fix minor style issu,code/design_debt,469,train
sql fix express data type match also took chanc improv document various type close 5675 rxindatatypematchingexpr squash follow commit 0f31856 reynold xin one function document 27c1973 reynold xin ad document 336a36d reynold xin sql fix express data type match,documentation_debt,471,train
hbase14089 remov unnecessari draw system entropi recoverablezookeep,code/design_debt,472,train
spark16435yarnminor add warn log initialexecutor less minexecutor chang propos pull request current sparkdynamicallocationinitialexecutor less sparkdynamicallocationminexecutor spark automat pick minexecutor without warn spark throw except configur like propos add warn log paramet configur invalid patch test unit test ad verifi scenario close 14149 jerryshaospark16435,code/design_debt,473,train
checkstyl,code/design_debt,474,train
style fix,code/design_debt,475,train
cover cid 1267799 resourc leak cover cid 1241990 resourc leak,code/design_debt,476,train
fix typo,documentation_debt,477,train
arrow816 travi script cleanup add toolchain env flatbuff rapidjson close 537 wesmarrow816 squash follow commit 16992b6 wes mckinney disabl travi cach brew instal ccach 4621d2d wes mckinney fix variabl name dc86821 wes mckinney fix integr test travi script 5e2c226 wes mckinney chang file mode ed4be57 wes mckinney travi script cleanup add toolchain env flatbuff rapidjson,code/design_debt,478,train
merg branch twodoto httpsgithubcomusergridusergrid usergrid140partialupd askat asanaliev other via yigit sapli other twodoto httpsgithubcomusergridusergrid commit fix wrong test complet percentag valu chop web usergrid141 chop improv usabl fix issu runner status usergrid141 chop improv usabl fix issu runner status dps1010 creat stackjson start script instruct usergrid141 chop improv usabl clean legaci code usergrid141 chop improv usabl runner status form usergrid141 chop improv usabl user key manag usergrid141 chop improv usabl user manag usergrid141 chop improv usabl complet chart usergrid141 chop improv usabl refactor chart layout usergrid141 chop improv usabl refactor modul list window chop fix nonodeavailableexcept embed set startup paus 5000 usergrid141 chop improv usabl iter chart layout chopusergrid138 stop reset oper work usergrid141 chop improv usabl run chart layout usergrid141 chop improv usabl overview chart layout chopusergrid138 start oper work usergrid141 chop improv usabl user list window usergrid141 chop improv usabl modul list window chopusergrid138 chop webapp dao refactor,code/design_debt,479,train
hbase14256 flush task messag may confus region recov gabor liptak,code/design_debt,481,train
bug 11522 new agent manag clean event status agent,code/design_debt,482,train
reduc excess log caus travi problem fineract800,code/design_debt,483,train
resolv minor doc issu 19062 setlowerbound1 stride zero issu httpsgithubcomapacheincubatormxnetissues18942 error occur stride becam zero solv issu lower bound stride1 stride2 set small typo useunifrom chang useuniform add test check lower bound check stride1 stride2 greater zero updat testoperatorpi document error name paramet issu httpsgithubcomapacheincubatormxnetissues19001 data paramet input solv issu httpsgithubcomapacheincubatormxnetissues19000 fix doc threshold paramet issu httpsgithubcomapacheincubatormxnetissues18999 fix doc context ctx paramet issu httpsgithubcomapacheincubatormxnetissues18990 fix indent issu httpsgithubcomapacheincubatormxnetissues18988,documentation_debt,484,train
bigtop2798 apex compon duplic slf4j bind close 231,code/design_debt,485,train
spark4387pyspark refactor python profil code make extens base 3255 fix conflict code style close 3255 close 3901 daviesrefactorpythonprofilecod squash follow commit b4a9306 davi liu fix test 4b79ce8 davi liu add docstr profilercl 2700e47 davi liu use basicprofil default 349e341 davi liu refactor 6a5d4df davi liu refactor fix test 31bf6b6 davi liu fix code style 0864b5d yandu oppach remov unus method 76a6c37 yandu oppach ad profil collector accumul profil per stage 9eefc36 yandu oppach fix doc 9ace076 yandu oppach refactor profil move test around 8739aff yandu oppach code review fix 9bda3ec yandu oppach refactor profil code,code/design_debt,486,train
remov dead code test,code/design_debt,487,train
pca minor bug doc fix jira madlib948 minor fix ad onlin help pcatrain pcasparsetrain unifi error messag clariti fix bug varianc border case10 fix doc reflect correct mean tablecolumn name fix doc reflect allow rang componentsparam,code/design_debt,489,train
spark6949 sql pyspark support datetimestamp column express enabl autoconvert javagateway could regist convert given type exampl date datetim two bug relat autoconvert see workaround httpsgithubcombartdagpy4jissues160 httpsgithubcombartdagpy4jissues161 rxin joshrosen close 5570 daviespy4jd squash follow commit eb4fa53 davi liu fix test python d17d634 davi liu rollback chang mllib 2e7566d davi liu convert tupl arraylist ceb3779 davi liu updat rddpi 3c373f3 davi liu support date datetim autoconvert cb094ff davi liu enabl auto convert,code/design_debt,490,train
accumulo1680 ad deleteauth shell command reciproc addauth command ticket leav option two command addauth command alreadi ad ticket also suggest transact addremov command use atom oper done sure necessari involv adjust api secur oper ad complex code zookeep interact,code/design_debt,491,train
temporari chang rpc version revert temporarili hudson complain version mismatch,code/design_debt,493,train
kylin625 draft impl readi first test,code/design_debt,494,train
spark27920sqltest add interceptparseexcept test util function chang propos pull request aim add interceptparseexcept test util function analysistest reduc duplic intercept function patch test pass jenkin updat test suit close 24769 dongjoonhyunspark27920,code/design_debt,495,train
ambari5423 remov hard code servic compon map livestatuspi dsen,code/design_debt,497,train
generat keystor use rsa rather dsa also fix typo,documentation_debt,498,train
tri harder clean tdb lock normal jvm termin jena1136 normal jvm termin make effort tri clean lock file jvm exit note help jvm termin normal,code/design_debt,499,train
camelcor optim avoid use regexp pattern pattern regexp anyway reduc memori jdk8,code/design_debt,500,train
delet duplic test class testzkcallbackhandlerleak,test_debt,501,train
hbase17014 ad clear mark log messag start shutdown servic hmaster hregionserv thriftserv restserv also chang log level rpcserver respond start log messag debug,code/design_debt,503,train
geode5036 make enablechunkhandlerthread fals default 292 sdded new integr test chunkhandl delet test ad valu chang disablechunkhandlerthread enablechunkhandlerthread,test_debt,504,train
fix cleanup task unit test,code/design_debt,505,train
remov mapsid combin shufflemaptask separ concern simplifi shuffledepend shuffledrdd interfac mapsid combin perform mappartit call prior shuffl rdd dont anticip much perform impact approach tupl hash twice bucket partit combin hashtabl step perform differ order one extra iter,code/design_debt,506,train
add log,code/design_debt,507,train
nifi272 updat pomxml consist remov name tag includ default properti tag,code/design_debt,509,train
spark30801sql subqueri aqe main queri chang propos pull request make sure aqe either enabl disabl entir queri includ main queri subqueri current unsupport queri aqe queri contain dpp filter need make sure main queri unsupport none subqueri appli aqe otherwis lead perform regress due miss opportun subqueri reus chang need get rid potenti perf regress aqe turn introduc userfac chang patch test updat dynamicpartitionpruningsuit remov exist workaround withsqlconfsqlconfadaptiveexecutionenabledkey fals ad dynamicpartitionpruningsuiteaeon dynamicpartitionpruningsuiteaeoff enabl test suit aqe option ad check checkpartitionpruningpred verifi subqueri alway sync main queri term whether aqe appli close 27554 maryannxuespark30801,code/design_debt,510,train
camel702 propos fix camel702 gert take look concurr issu camelsaon work progress,requirement_debt,511,train
unnecessari entri,code/design_debt,512,train
fix inconsist within cqlsh help patch michael edg review benjamin lerer cassandra10719,documentation_debt,513,train
ad inform scaleup scaledown log,code/design_debt,514,train
improv schedul log bugfix,code/design_debt,515,train
ts1823 add line continu remapconfig add line continu remapconfig use backslash end line continu charact handl continu made toklin ad option third char paramet cont continu charact make usabl context outsid remapconfig also exampl config file parser implement intellig check backslash immedi preced newlin handl whitespac backslash newlin convert space next line append exampl definefilt foo actionallow srcip127001 read pars urlrewritebuildt definefilt foo actionallow srcip127001,code/design_debt,516,train
arrow5184 rust broken link document warn fix broken document link intern extern warn due lack code block close 4172 jblondinmast squash follow commit 319effd9 jami blondin arrow5184 broken link document warn,documentation_debt,517,train
remov redund hash outshap algoreg key 8122,code/design_debt,518,train
fix java doc messagelisten acknowledg part 5429 javadoc fix messagelisten messag ack respons document,documentation_debt,519,train
hdfs14336 fix checkstyl namenodemxbean contribut danni becker,code/design_debt,520,train
flink20444runtim chain yieldingoperatorfactori new sourc legaci sourc disabl chain incompat thread model new sourc work fine howev would give user massiv perform improv,code/design_debt,521,train
fix typo,documentation_debt,522,train
ambari17365 addhost wizard larg cluster pain slow atkach,code/design_debt,524,train
thirdey build fix 295 thirdey build fix ad end point thirdey make function end point specif,code/design_debt,525,train
add todo comstmtexecutepacket,requirement_debt,526,train
new aggreg resolv java style warn remov explicit cast rb723078 gpinotdevreview rjfimmshrivaskgopalakvradhakratumbderaringunssubrama amshriva,code/design_debt,527,train
merg fix natabl heap leak,code/design_debt,528,train
merg pull request 302 aledsagefixentitiesstoponshutdown fixessimplifi synchron entitiesinvokestoponshutdown,code/design_debt,529,train
stream minor close file correct iter finish stream wal recoveri current there chanc close file correct iter finish chang completioniter avoid resourc leakag close 6050 jerryshaoclosefilecorrect squash follow commit 52dfaf5 jerryshao close file correct iter finish,code/design_debt,531,train
clear warn modulescontrib,code/design_debt,532,train
replac travi build status jenkin,code/design_debt,534,train
big chang ad whole grammar system describ goe tri process dfdl use bnfgrammarlik construct set whole grammar dfdl dsomgrammarmixin work like compil much decis make compil time priorvers front end call mani dfdl properti defin requir requir updat dfdl schema mani unit test test file howev still backend reorgan test pass known fail aabg test ibm test fewer test pass aabg set ibm test pass minor regress due newfront end group refer yet yet implement type element backreferenc new frontend bunch new rich attribut comput schema compon mani arent adequ unit test yet ad remain icu jar need support charset encodingdecod unit test exercis stuff remain learn exercis figur get right notif call back icu need encodedecod error situat dfdl ad unit test unicod xml internation test character behavior scala environ new revis scala come someth depend say xml namespac likelihood one test fail,requirement_debt,535,train
hdfs6690 dedupl xattr name memori wang,code/design_debt,537,train
hive6569 hcatalog still refer deprec properti hivemetastoreloc sushanth sowmyan via ashutosh chauhan,code/design_debt,538,train
chore consolid common code import 11936 chore consolid common code import small fix small fix,code/design_debt,539,train
style label stylingstorybook touchup 10627 color correct hovercursori chang there onclick ad info label break galleri stori lint fix bad class name fade support addit nonbootstrap label style ad new secondaryprimari label galleri fix map key react warn use new secondari label chartlist view lint fix issu,code/design_debt,540,train
doc fix doc style plugin faultinject 1322,documentation_debt,541,train
fix typo error document,documentation_debt,543,train
doc dashboard docker relat clariti 4915 fix 4913 motiv origin document may mislead user think readymad docker imag build one scratch,documentation_debt,544,train
fix typocompil error,documentation_debt,545,train
tidi recent chang,code/design_debt,546,train
fix checkstyl issu,code/design_debt,547,train
bug fixesimprov notifi pend receiv method 3337 motiv prevent bug refactor method notifypendingreceivedcallbackhttpsgithubcomapachepulsarblobmasterpulsarclientsrcmainjavaorgapachepulsarclientimplconsumerimpljaval912 modif bugfix interceptor miss event prefetch messag disabl consum receiverqueues bugfix messag null except present previous commit test messag null made checknotnul method leav consum futur without complet result hang futur refactor favour simplic readabl control flow add unit test exploit bug fix result bug fix maintain code,code/design_debt,548,train
camel3551 polish,code/design_debt,549,train
fix wrong link doc,documentation_debt,550,train
spark10788mllibml remov duplic bin decis tree decis tree sparkml randomforestscala communic twice much data need unord categor featur here exampl say categori consid split current collect statist subset categori howev could instead collect statist subset lefthand side possibl split also stat entir node comput stat subset righthand side split pseudomath statsbc statsabc statsa patch add parent stat array dtstatsaggreg right child stat need store right child stat comput subtract left child stat parent stat unord categor featur close 9474 sethahspark10788,code/design_debt,552,train
lenet exampl test,test_debt,553,train
simplifi mlp mulgpu,code/design_debt,554,train
hadoop15358 sftpconnectionpool connect leakag contribut mikhail pryakhin,code/design_debt,555,train
bump replic depend fix default valu replic maxdocumentidlength paramet cleanup error log code couchdb3291,code/design_debt,556,train
apexmalhar2457 remov duplic entri,code/design_debt,558,train
hotfix harden rocksdbasyncsnapshottesttestcancelfullyasynccheckpoint depend rocksdboptionstimerserviceimpl adapt testcancelfullyasynccheckpoint wrt mani checkpoint stream skip,test_debt,559,train
remov old configur boringcyborg 10490,code/design_debt,560,train
hotfix cep add saniti check erron prune element,code/design_debt,561,train
fix empti except messag java function caus npe 3245 fix empti except messag java function caus npe add addit except messag error null check,code/design_debt,562,train
support date type dictionaryexclud remov java style error ad valid date timestamp ad test case valid timestamp date refactor test case remov code unnecessari file rebas code ad valid tabl creator well,code/design_debt,563,train
remov unus logic def class,code/design_debt,564,train
improv compat python convert signalsigterm int 9207,code/design_debt,567,train
fix style check config 3257,code/design_debt,568,train
