text,label,document_index,subset
node cannot drag manipul way fignod argouml actual option child fig precis path item figedgemodelel allow dash edg associ class connect associ edg allow dash edg comment edg attach comment edg type gef attach edg node make fig node contain child edg push rule allow edg edg connect todo inherit lot function dont realli requir attempt make figedgeport extend fignod author bob tarl,code/design_debt,849,train
todo temporari crutch use fig updat use constructor accept diagramset object,code/design_debt,850,train
search stereotyp like given stereotyp given model subnamespac given stereotyp namespac set yet otherwis return todo function take stereotyp object paramet name baseclass todo current work stereotyp one baseclass todo search stereotyp own model object param model collect model param stereo given stereotyp return stereotyp,code/design_debt,851,train
find stereotyp given namespac subnamespac given namespac return null stereotyp found todo stereogetnam stereogetbaseclass null know immedi none found correct answer current null return case todo function take stereotyp object paramet name baseclass todo current work stereotyp one baseclass todo current work stereotyp baseclass equal given one inherit work return stereotyp found null param namespac param stereo stereotyp,code/design_debt,852,train
creat uml model element given type work uml element diagram contain element anoth type respons diagram manag item call method also work uml model element repres diagram node param elementtyp type model element build return model element todo need extra paramet specifi modelext new element creat,code/design_debt,853,train
build compositest top statemachinep todo confus name method better name buildtopstateonstatemachin param statemachin given statemachin return mcompositest newli build top state see buildcompositestateobject,code/design_debt,854,train
todo mvw need rethinkingrework follow question search stereotyp namespac use properti creat new stereotyp actual use getstereotypestr name string baseclass edit d00mst,code/design_debt,855,train
todo function worn place abl call setvis compart class react event improv follow later releas henc method consid stabl modul develop param compart compart chang param isvis true attribut compart visibl,code/design_debt,856,train
todo becom privat call constructor see orgargoumlumldiagramuifigcompartmentpopul,code/design_debt,857,train
remov item group otherwis model event listen remain todo figgroup,code/design_debt,858,train
todo uml classifierrol associationrol associationendrol replac intern structur collabor,code/design_debt,859,train
todo popul work seem rather heavi see someth like need though event wont manag quick enough could make figeditablecompartmentcreatemodelel creat new child fig instanc may also use return new model element rather current void return bob,code/design_debt,860,train
todo neededcorrect compart hidden,code/design_debt,861,train
tag set element generat refer import set critic could ignor object want todo realli belong higher level util class use facad tag valu method also need updat use uml tagdefinit instead simpl string,code/design_debt,862,train
recogn nari associ todo recogn type renam isnaryassoci param handl candid return true handl associ,code/design_debt,863,train
todo need,code/design_debt,864,train
build interfac given name param name given name return interfac todo need extra paramet specifi modelext new element creat,code/design_debt,865,train
check label etc hit appar gef requir pathitem annot arent resolv,code/design_debt,867,train
build default implement class class own model element default user forget add ownership return newli creat class todo need extra paramet specifi modelext new element creat,code/design_debt,869,train
creat empti initi instanc uml usag return initi uml usag instanc todo need extra paramet specifi modelext new element creat,code/design_debt,870,train
creat empti initi instanc uml permiss return initi uml permiss instanc todo need extra paramet specifi modelext new element creat deprec 0273 tfmorri renam uml packageimport use link createpackageimport,code/design_debt,871,train
creat empti initi instanc uml permiss return initi uml permiss instanc todo need extra paramet specifi modelext new element creat,code/design_debt,872,train
action add stereotyp model element todo appear unus author bob tarl deprec 0272 tfmorri use link orgargoumlumlactionaddstereotyp,code/design_debt,873,train
return sourc relat link sourc relat defin modelel propag relat sourc first return sourc null return exampl sourc includ classifi type associationend usecas base extend includ relat sourc alway start arrow fig destin endp todo move method generic modelhelp param relationship relat return object,code/design_debt,875,train
set languag express todo oper fool user think bodi object chang instead new object creat way mexpress alter creat oper return newli creat object instead param handl express param languag new languag return newli creat object,code/design_debt,876,train
todo remov cast diagramfactoryinterface2 soon diagramfactoryinterfac remov,code/design_debt,877,train
todo critic action introduc unnecessari depend critic subsystem regist desir action use extens mechan tfm,code/design_debt,878,train
true instanc allow invis current set true figedgeport todo figedgeport remov fignodemodelel hierarchi need remov,code/design_debt,879,train
todo lot lot magic number use calcul posit size time see fig place 1010 use constant instead reliabl interpret calcul factor well add addit constant need express common factor tfm 20081201,code/design_debt,881,train
todo note copypast code figexitpoint code better place gef,code/design_debt,883,train
todo remov cast diagramfactoryinterface2 soon diagramfactoryinterfac remov,code/design_debt,884,train
find model element modelel name equal name param name name model element find cant null param modelel link collect model element find model element name return model element found null todo mayb move helper class deal model relat stuff,code/design_debt,885,train
todo realli set profil instead depend default depend default profil configur contain type integ test proper otherwis get creat main project defeat purpos,code/design_debt,886,train
todo want top level packag instead immedi parent,code/design_debt,888,train
todo creat depend critic subsystem need generic way modul includ intern subsystem request addit action popup menu tfm 20080430,code/design_debt,889,train
templat method call argouml framework result chang model element call method direct poverrid subclass order chang model element fignod listen result chang model pthis method guarante framework run thread model subsystemp todo let refactor time take umlchangeev argument param event umlchangeev caus chang,code/design_debt,890,train
todo requir would fig alreadi dash see orgtigrisgefpresentationfigedgesetfig orgtigrisgefpresentationfig,code/design_debt,892,train
prevent underlin event underlin chang todo gef manag gef 0134 includ,code/design_debt,893,train
todo general extens remov critic specif stuff,code/design_debt,894,train
shall depend,code/design_debt,895,train
todo use follow function dropdown set tool toolbarfactoryadditemstotoolbarbuttonpanel action true instead temporari solut param buttonpanel toolbar param action array action repres tool layout,code/design_debt,896,train
todo mvw done gef,code/design_debt,897,train
todo use follow function dropdown set tool toolbarfactoryadditemstotoolbarbuttonpanel action true instead temporari solut param buttonpanel toolbar param action array action repres tool layout,code/design_debt,898,train
todo shouldnt need reflect convinc everyth getitemuid method implement iitemuid,code/design_debt,899,train
todo figur get thrown throw new unsupportedoperationexcept,code/design_debt,900,train
constraint code deal supplier per depend todo support see orgargoumlumluiabstractactionaddmodelelementdoitjavautillist,code/design_debt,901,train
todo namespac creat event current model think wrong namespac activitygraph vecaddal modelgetmodelmanagementhelpergetallmodelelementsofkind modelgetfacadegetnamespacegettarget modelgetmetatypesgetev,code/design_debt,902,train
chang font fig contain given figgroup todo fact design error method class name ital sinc class abstract class featur plain font problem fix implement updatefont method subclass param figgroup chang font,code/design_debt,903,train
todo move figgroup gef param scb suppresscalcbound set,code/design_debt,905,train
todo find way replac depend project,code/design_debt,906,train
updat titlelabel mvw overrul icon set initiallli need,code/design_debt,907,train
todo function attempt optim generic code parent also work correct case good idea,code/design_debt,908,train
todo temporari crutch use fig updat use constructor accept diagramset object,code/design_debt,910,train
todo 21122008 dthompson mouseclickedm consum mous event intern suspect line might necessari,code/design_debt,911,train
todo cyclic depend selectionrerouteedg figedgemodelel,code/design_debt,912,train
actionaddexistingnod enabl past exist node diagram author eugenio alvarez data access technolog todo class well actionaddexistingnod,code/design_debt,913,train
fix bad fig due error earlier releas argouml happen general without child parent todo move xsl remov graph model write possibl caus concurr modif except param owner,code/design_debt,915,train
todo doesnt work reliabl constructor need better way get default fig set own project rather use project manag singleton tfm,code/design_debt,916,train
defin method generat sourc code model class provid code generat function must implement recogn argouml code generat todo guiindepend mechan pass set code generat need similar revers engin see link orgargoumlumlrevengimportinterfacegetimportset link orgargoumlumlrevengsettingstyp sinc 020 replac filegener interfac,code/design_debt,917,train
todo creat depend critic subsystem need generic way modul includ intern subsystem request addit action popup menu tfm 20080430,code/design_debt,918,train
chang font fig contain given figgroup todo fact design error method class name ital sinc class abstract class featur plain font problem fix implement updatefont method subclass param figgroup chang font,code/design_debt,919,train
todo doesnt matter get set gef cant draw anyth except pixel wide line,code/design_debt,921,train
todo workaround gef redraw problem forc child fig layer,code/design_debt,922,train
pdetermin figedg current connect correct fignod edg correct fignod set edg rerout ptypic use user amend properti panel relationship one model element anoth graph need react chang peg particip associ end chang pcall helper method layoutthistoself avoid edg disappear new sourc dest node todo method call far frequent call specif event receiv seem current call whenev event receiv owner return boolean whether updat sucess,code/design_debt,924,train
todo class move packag orgargoumlumluibehaviorcommonbehavior,code/design_debt,925,train
todo depend cycl fignodemodelel figedgem need introduc remov interfac decoupl,code/design_debt,926,train
figmycircl figcircl correct connectionpoint method method calcul connect edg endsp todo gef version 0131m4 whole class remov sinc taken gef,code/design_debt,927,train
comput border point ellips edg store upper left corner given parameterp todo gef version 0131m4 method fact whole class remov sinc taken gef revis 1279 param anotherpt remot point edg drawn return connect point boundari ellips,code/design_debt,928,train
todo find better way hard code colour,code/design_debt,931,train
todo send event instead call explor direct,code/design_debt,932,train
todo find way replac depend project,code/design_debt,933,train
todo need use differ method use constructor want allow method overridden,code/design_debt,935,train
todo deleg specialist fignam class,code/design_debt,936,train
todo replac magic number constant,code/design_debt,937,train
inform sourc unit content whether exist memori store file todo make interfac instead class would allow flexibl deal nonfilebas resourc tfm author aslo,code/design_debt,938,train
todo without null check follow throw npe mani time call figedgemodelelementmodelchang need think,code/design_debt,939,train
todo manag detailspan targetlisten tfm remov follow line,code/design_debt,940,train
todo cant depend projectbrows need get current draw area diagram subsystem gef,code/design_debt,941,train
creat main draggabl label associ overridden subclass chang behaviour todo consid introduc figedgemodelel use throughout edg param owner own uml element param set render set,code/design_debt,942,train
mvw case move call setselecteditem outsid buildingmodel otherwis combo updat new select see issu 5418,code/design_debt,943,train
fig permiss form depend todo uml import access permiss becom packageimport public visibl nonpubl visibl respect argouml support import permiss current friend permiss drop also type hierarchi reorgan packageimport subtyp depend author markus klink,code/design_debt,945,train
todo press cancel becom javalangexcept,code/design_debt,946,train
action trigger code generat one class fact name class interfac activ diagram generat deliv empti collect select class interfac content select packag generat independ name todo implement logic behaviour,code/design_debt,947,train
todo bob say model element name could generat name general becom class class,code/design_debt,948,train
hack make sure right height appli icon use,code/design_debt,949,train
todo extens may findpanelfortarget panel show,code/design_debt,950,train
util function local given string help text show status bar argouml window function use favour inlin call enabl later improv would possibl show helpballoon todo code also present root fig param given string local shown,code/design_debt,951,train
add concurr region concurr composit state action execut either composit concurr state select one concurr region todo move magic number constant author pepargoumlyahoo,code/design_debt,952,train
todo improv extens,code/design_debt,953,train
todo make magic number configur,code/design_debt,954,train
return current target deprec argouml version 0135 visibl method chang futur replac link orgargoumluitargetmanagertargetmanagergettarget targetmanagergetinstancegettarget todo mvw think deprec return target see orgargoumluitabtargetgettarget,code/design_debt,956,train
prevent bold event bold chang todo gef manag gef 0134 includ,code/design_debt,959,train
todo temporari method make sure model updat loss focus combo box long term attempt updat model keypress see javaawteventfocuslistenerfocuslostjavaawteventfocusev,code/design_debt,962,train
model tabl tag valu implement uml tagdefinit todo current support taggedvalu tagdefinit type string,code/design_debt,963,train
todo realli pass default set diagram factori get set creation time,code/design_debt,965,train
idem general leafroot object todo show messag statusbar would help todo illegalargumentexcept use event expect happen need differ way catch wellformed rule,code/design_debt,966,train
connect method specifi connect type class unavail argouml implement todo unsupport use object version inheritdoc,code/design_debt,967,train
todo wed like fill gef wont let select setfilledfals,code/design_debt,968,train
gef method todo realli pick automat gef interfac extend thing note weve ad method use argouml possibl extern consum need method,code/design_debt,969,train
abstract class parent action ad diagram argouml children class implement creatediagram specif action creat diagram isvalidnamespac check namespac valid add diagram argouml shall never creat diagram readon modelelementp todo class merg actionnewdiagram author jaapbranderhorstxs4allnl,code/design_debt,970,train
todo mvw complet sure followingp namespac diagram use creat new element shown diagram namespac set accord necessarili equal owner return namespac diagram,code/design_debt,971,train
set fig style accord attribut todo never use remov param fig fig style param attributemap map name valu pair,code/design_debt,973,train
hang head shame still bug argouml andor gef caus corrupt model save take place repair model order certain possibl save file reload todo split small inner class fix return text explain repair,code/design_debt,974,train
todo refer method orgargoumlumluivetoablepropertychangegetvetomessagestr class exist anymor method never use param propertynam name properti return messag null applic,code/design_debt,975,train
execut action command line todo under gef librari reli acm doesnt allow creat file unless window show reason split perform command link orgargoumlapplicationmainmainstr suppli batch option run command window show hope eventu fix see orgargoumlapplicationapicommandlineinterfacedocommandstr param argument file name save return true,code/design_debt,976,train
todo make explor listen project member properti chang elimin coupl gui,code/design_debt,977,train
todo associationclass fit next case,code/design_debt,978,train
need,code/design_debt,979,train
todo probabl use instead legaci uml code tfm 20070915,code/design_debt,980,train
todo font shouldnt handl differ render attribut,code/design_debt,983,train
todo one send deprec event outsid argouml keep respond case,code/design_debt,984,train
forward event tree model param element modelel ad todo shouldnt public compon desir inform explor chang send event,code/design_debt,985,train
todo cant use actionaddexistingnod bob,code/design_debt,987,train
todo wed like test new guis packageimport dont good way current,code/design_debt,988,train
constraint code deal supplier per depend todo need see orgargoumlumluiabstractactionaddmodelelementdoitjavautillist,code/design_debt,989,train
todo make explor listen project member properti chang elimin coupl gui,code/design_debt,990,train
abstract action trigger creation new diagram argouml shall never creat diagram readon modelel todo bob say merg actionadddiagram class author michiel,code/design_debt,991,train
first let set duplic hash hash contain duplic key anoth key todo everi duplicateput done twice avoid,code/design_debt,992,train
todo get contain project list target global,code/design_debt,993,train
todo bob say realli nasti horribl hack shadowfig extend fignodemodelel instead requir base class fignod common behaviour node argouml shadowfig extend fignodemodelel extend base class ad common function fignod repres model element see orgargoumlumldiagramuifignodemodelelementsetshadowsizeint,code/design_debt,994,train
window display except user cant handl way todo part convert generic error dialog rather someth specif except renam process complet,code/design_debt,995,train
todo dont use hardcod color tfm,code/design_debt,996,train
todo wont use pathcompar take care uniqu,code/design_debt,997,train
author jaapbranderhorstxs4allnl sinc jan 2003 todo uml need chang toggl repres readon frozen changeabl,code/design_debt,998,train
save project param file file save param pmw progressmonitor updat return true success todo separ swing specif class tfm,code/design_debt,999,train
work progress allow multipl detail pane differ content bob tarl,code/design_debt,1000,train
todo fire event projectbrows regist listen,code/design_debt,1001,train
main class gui subsystemp user gui subsystem compon place gui compon regist classp todo add rest regist author linus tolk sinc 0213,code/design_debt,1003,train
constructorp todo constructor use purpos param name local param sub rule,code/design_debt,1004,train
todo follow mdr specif need someth generic model subsystem tfm 20070716,code/design_debt,1005,train
todo shouldnt need reflect convinc everyth setitemuid method implement iitemuid,code/design_debt,1006,train
todo support nest let express,code/design_debt,1007,train
need commentedg todo doesnt commentedg implement iitemuid handl mechan,code/design_debt,1008,train
set directori name profil found initi uml14 use todo intermedi solut uml support pleas implement better solut param dir name directori profil,code/design_debt,1009,train
todo wrong place profil specif need move main xmi read code tfm 20060326,code/design_debt,1010,train
made public allow other extend persist,code/design_debt,1011,train
todo move gef,code/design_debt,1013,train
todo move gef,code/design_debt,1014,train
param project argouml link project save file param file link file argouml link project persist return persist use usabl file throw saveexcept save file goe wrong throw interruptedexcept interrupt occur save todo move helper class,code/design_debt,1015,train
todo whole class need updat remov use deprec method hope test multiroot multiproject method sinc nov 2002 author jaapbranderhorstxs4allnl,code/design_debt,1016,train
method assign data immedi see end file todo ever want extend pathitemplac modifi also recognis subclass pathitemplac class name pathitemplac todo use class refer make depend obvious,code/design_debt,1017,train
todo cyclic depend actionstereotypeview fignodemodelel regist action opaqu sinc dont tfm,code/design_debt,1018,train
todo care,code/design_debt,1019,train
todo break main member type model diagram,code/design_debt,1020,train
get link abstractfilepersist file param file link file argouml link project persist return appropri persist file null file extens doesnt match support persist todo move helper class,code/design_debt,1021,train
class manag project load argouml current project class argouml ask class current project set current project sinc one project argouml moment class manag list project like one would expect could nice extens futur argouml soon current project chang properti chang event fire todo move everyth relat creation project projectfactori sinc nov 2002 author jaapbranderhorstxs4allnl stereotyp singleton,code/design_debt,1023,train
todo use place diagram need stay projectset well diagramset return return codetruecod show stereotyp explor,code/design_debt,1024,train
sinc hope temporari solut nobodi ever look type notat event simplifi send everi exist event one event sinc catchal event defin make one rational reduc number total refresh draw,code/design_debt,1026,train
prefix identifi implement specif class todo general doesnt chang time new implement creat tfm 20051109,code/design_debt,1027,train
todo current mechan merg test generic model test nsuml test need review merg author eului sinc 0192 version 000,code/design_debt,1029,train
find classifi certain namep return first classifi match name todo move model subsystem tfm 20070307 param short name param namespac search return found classifi codenullcod found,code/design_debt,1030,train
set uri project dont use direct use instead link orgargoumlpersistencepersistencemanag setprojecturiuri project todo isnt deprec privat use param theuri uri set,code/design_debt,1032,train
todo projectbrows doesnt need mediat convers use event listen todopan communic instead tfm,code/design_debt,1033,train
project interfac encapsul inform design project contain list diagram uml model various project properti author name default various set todo interfac mechan refactor implement class link projectimpl need review clean elimin method part public api split interfac smaller function specif trashcan interfac author tom morri tfmorrisgmailcom thoma neustupni sinc 0254 replac concret class name,code/design_debt,1034,train
todo listen new target event fire wizstepupdatetabtodo decoupl projectbrows,code/design_debt,1035,train
todo fire event projectbrows todo regist listen,code/design_debt,1036,train
agenc manag critic sinc class realli first class object java singleton instanc agenc made pass around need agenc keep registri critic appli type design materi design materi instanc critiqu ask agenc appli regist critic current scheme thread proactiv continu critiqu design hand even user idl simpl work disadvantag activ critic relat given design materi appli regardless reason critiqu lot cpu time basic wast todo move toward reactionari scheme specif design manipul editor caus critic relev manipul appli transit still half done trigger critiqu request code trigger current dormant latentp todo strong depend cycl agenc design either need merg singl class partit differ perhap use interfac break cycl design singleton get pass almost everi singl part critic subsystem creat strong coupl throughout tfm 20070620 author jason robbin,code/design_debt,1037,train
todo hack much better way would start critic first place,code/design_debt,1039,train
return true iff given todoitem still valid kept given design todolist critic enabl alway return fals todoitem remov subclass critic suppli multipl offend alway overrid method default method basic ask critic critiqu offend object check result todoitem one alreadi post simpl work fine lightweight critic critic expend lot comput effort make feedback easili check see still hold overrid method todo mayb todoitem carri data make method effici inheritdoc,code/design_debt,1040,train
much control critic relav code instead declar limit reason use semant rich method call impact component,code/design_debt,1042,train
class model design build complex design applic domain need continu feedback aid make good design decisionsp strongthi area need work especi central idea argostrongp current almost everyth hardcod configurablep todolist depend class design todolistp design agenc class know criticsp class listen properti chang design creat todo item like critic henc design implement poster interfacep todo strong depend cycl agenc design either need merg singl class partit differ perhap use interfac break cycl design singleton get pass almost everi singl part critic subsystem creat strong coupl throughout tfm 20070620 author jason robbin,code/design_debt,1043,train
return default type paramet return classifi use default type todo belong projectset tfm,code/design_debt,1044,train
todo moment setselectedcompon doesnt take account rather complex tab select mechan detailspan tab select mechan must refactor,code/design_debt,1045,train
todoitem design explicit indic consid resolv todo general design rational log facil,code/design_debt,1046,train
todo settext gef call setbound instead direct chang event generat correct gef,code/design_debt,1047,train
handl fire notat event todo need manag perdiagram perproject basi param event event fire param listen listen,code/design_debt,1048,train
indic end rang notat eventsp todo remov use anyway return last reserv event,code/design_debt,1049,train
handl fire diagram appear event todo need manag perdiagram perproject basi param event event fire param listen listen,code/design_debt,1050,train
todo current duplic metadatacach must find common place model facad,code/design_debt,1051,train
todo fix subclass titl alway local local remov,code/design_debt,1052,train
andrea temporari uml2 prealpha version,code/design_debt,1053,train
set bodi express todo oper fool user think bodi object chang instead new object creat way mexpress alter creat oper return newli creat object instead param handl express modifi param bodi bodi set return newli creat express,code/design_debt,1054,train
todo happen gef,code/design_debt,1055,train
todo remov cast diagramfactoryinterface2 soon diagramfactoryinterfac remov,code/design_debt,1057,train
todo remov listen addremov event,code/design_debt,1058,train
prevent ital event ital chang todo gef manag gef 0134 includ,code/design_debt,1059,train
todo move empti implement figgroup gef,code/design_debt,1060,train
todo note copypast code figentrypoint code better place gef,code/design_debt,1062,train
todo move magic number descript constant,code/design_debt,1063,train
todo code duplic figbasenod reason gef defect httpgeftigrisorgissuesshowbugcgiid358 taken releas gef fix remov code,code/design_debt,1064,train
todo move magic number descript constant,code/design_debt,1066,train
mode creat link two figclassifierrol todo provid modefactori class becom packag scope author penyaskito,code/design_debt,1067,train
mark contain figpoli complet todo think work need gef either automat end set least give setcomplet method figpolyedg call contain poli,code/design_debt,1068,train
todo remov cast diagramfactoryinterface2 soon diagramfactoryinterfac remov,code/design_debt,1070,train
todo move magic number descript constant,code/design_debt,1071,train
todo note copypast code figexitpoint code better place gef,code/design_debt,1073,train
temporari hack notat provid messag abl pars success sequenc number miss remov method complet,code/design_debt,1074,train
todo calcbound call selectionmanag fig drag code need reposit self messag becom detach classifi role see issu 5562 caus detach yet understood unfortun calcbound call sever place code optim best workaround argouml provid replac selectionmanag sequenc diagram requir see httpgeftigrisorgissuesshowbugcgiid344,code/design_debt,1075,train
workaround miss abil pars,code/design_debt,1076,train
convert bound box screwi gef sometim use center sometim upper left todo gef also posit text nomin baselin well insid bound box give overal size incorrect,code/design_debt,1079,train
creat empti initi instanc uml method return initi uml method instanc todo need extra paramet specifi modelext new element creat,code/design_debt,1081,train
return name metatyp metamodel todo method right belong separ interfac deal instanc mof type oppos uml type like rest method return collect contain string name metatyp,code/design_debt,1084,train
creat empti initi instanc uml class return initi uml class instanc todo need extra paramet specifi modelext new element creat,code/design_debt,1085,train
creat empti initi instanc uml associationclass return initi uml associationclass instanc todo need extra paramet specifi modelext new element creat,code/design_debt,1086,train
creat empti initi instanc uml associationend return initi uml associationend instanc todo need extra paramet specifi modelext new element creat,code/design_debt,1088,train
creat empti initi instanc uml abstract return initi uml abstract instanc todo need extra paramet specifi modelext new element creat,code/design_debt,1089,train
creat empti initi instanc uml attribut return initi uml attribut instanc todo need extra paramet specifi modelext new element creat,code/design_debt,1090,train
creat empti initi instanc uml oper return initi uml oper instanc todo need extra paramet specifi modelext new element creat,code/design_debt,1091,train
call constructor creat fig end associ todo temporari refactor process overrid setdestfignod setsourcefignod creat end allow pattern work uml2 cannot assum connect order param sourceassociationend param destassociationend param set,code/design_debt,1093,train
add new packag top level modelp todo argouml current support one model,code/design_debt,1094,train
creat empti initi instanc uml comment return initi uml comment instanc todo need extra paramet specifi modelext new element creat,code/design_debt,1095,train
creat empti initi instanc uml depend return initi uml depend instanc todo need extra paramet specifi modelext new element creat,code/design_debt,1096,train
creat empti initi instanc uml constraint return initi uml constraint instanc todo need extra paramet specifi modelext new element creat,code/design_debt,1098,train
creat enumerationliter return object new enumer sinc uml todo need extra paramet specifi modelext new element creat,code/design_debt,1099,train
creat empti initi instanc uml elementresid return initi uml elementresid instanc todo need extra paramet specifi modelext new element creat,code/design_debt,1100,train
creat empti initi instanc uml flow return initi uml flow instanc todo need extra paramet specifi modelext new element creat,code/design_debt,1103,train
creat uml primitivetyp sinc uml 211 return initi uml primit instanc todo need extra paramet specifi modelext new element creat,code/design_debt,1104,train
build manifest element artifact param utilizedel packag element return manifest todo need extra paramet specifi modelext new element creat,code/design_debt,1105,train
creat uml templateargu sinc uml return initi templateargu instanc todo need extra paramet specifi modelext new element creat,code/design_debt,1106,train
build class given name param name given name return class see buildclass todo need extra paramet specifi modelext new element creat,code/design_debt,1108,train
build method given name param name given name return method todo need extra paramet specifi modelext new element creat,code/design_debt,1109,train
todo find way replac depend project,code/design_debt,1110,train
recogn primari object primari object object creat parser user object creat side effect import object todo doesnt belong facad higher level function use specif certain revers engin oper tfmorri param handl candid return true primari object,code/design_debt,1111,train
todo temporari crutch use fig updat use constructor accept diagramset object,code/design_debt,1112,train
recogn paramet directionkind return todo duplic link hasreturnparameterdirectionkindobject param handl candid paramet return true handl return paramet,code/design_debt,1113,train
recogn modelel packag visibl todo method name chosen compat exist name scheme potenti clash futur use param handl candid return true handl packag visibl,code/design_debt,1114,train
recogn modelel singleton stereotyp appli todo move facad someplac eles sinc model subsystem specif tfm 20070607 param handl candid return true handl singleton,code/design_debt,1115,train
return tag valu specif tag warn method return first taggedvalu found given name henc method simplif real problem avoid todo done problem option deprec method throw except name ambigu leav caller figur param handl model element tag valu belong param name tag name return found tag null found,code/design_debt,1117,train
todo magic number probabl assum line width replac appropri constantsvari,code/design_debt,1119,train
todo need manag perproject permodelext basi,code/design_debt,1120,train
return state recurs contain given state todo link getallpossiblesubverticesobject link getallsubstatesobject duplic implement mdr isnt clear javadoc usag whether differ thing happen one notic alreadi anoth method param ostat composit state search state return collect collect found state,code/design_debt,1121,train
add path list path search look xmi file resolv extern refer list maintain static structur share instanc todo desir separ search path separ file work requir argouml know maintain separ context profil user model param path directori path add search path,code/design_debt,1122,train
changecommand updat label label command contain charact replac inform object label return todo switch use java string format instead privat notat author bogdan pistol,code/design_debt,1124,train
todo actionst callstat subactivityst replac uml explicit model action,code/design_debt,1126,train
todo actionst callstat subactivityst replac uml explicit model action,code/design_debt,1127,train
todo dont want drop uml13 map uml name uml equival,code/design_debt,1129,train
todo comment rueckert arueckertgmxnet think handl hold collabor implement rather collaborationus uml2 workaround ill tri get collabor represent collaborationus tri get own classifi,code/design_debt,1131,train
todo probabl cant implement way make uml happi need general uml semant,code/design_debt,1132,train
todo option use save argouml version,code/design_debt,1134,train
todo guess probabl right tfm return handl instanceof linkenddata,code/design_debt,1135,train
todo uml concept multipl multipl rang replac singl element,code/design_debt,1137,train
todo doesnt belong implement specif piec tfm,code/design_debt,1138,train
todo chang uml special type properti,code/design_debt,1140,train
todo actionst callstat subactivityst replac uml explicit model action,code/design_debt,1141,train
todo move implementationspecif piec tfm everyth primari revers engin,code/design_debt,1143,train
keep track edit domain use track chang model todo probabl need set editingdomain manag editingdomain per project,code/design_debt,1144,train
todo method most entir redund tfm,code/design_debt,1145,train
todo actionst callstat subactivityst replac uml explicit model action,code/design_debt,1146,train
todo doesnt belong implement specif piec tfm,code/design_debt,1147,train
todo isnt right,code/design_debt,1149,train
todo corehelpergetextendedclassifiersobject element mean parent direct indirect direct parent,code/design_debt,1151,train
todo purpos hide button presum assum selectionclass,code/design_debt,1152,train
todo current delet old valu set someth new workaround issu 6056 consid give api get lower upper valu control listen direct rather element contain valu,code/design_debt,1153,train
todo uml2x event paramet event metaclass uml1x correspond trigger metaclass uml2x see uml superstructur page 456,code/design_debt,1154,train
dont implement deprec method interfac,code/design_debt,1156,train
todo booleanexpres remov uml2x use valuespecif,code/design_debt,1157,train
set edit domain model editor todo probabl need editingdomain per argo project keep resourceset separ,code/design_debt,1159,train
todo remov cant local,code/design_debt,1163,train
todo realli want stereotyp nest packag,code/design_debt,1165,train
todo call singl namespac form getstereotypeit2next stereo,code/design_debt,1166,train
todo remov uml2,code/design_debt,1167,train
todo remov uml2,code/design_debt,1168,train
array valid connect combin connect class node class must exist row list consid valid lith 1st column connect element lith 2nd column element type lith 3rd column element type lith 3rd column option given assum element lith exist 4th column indic connect valid one direct todo encod legal uml also argouml know creat legal connect includ probabl split two piec legal uml support argouml applic someplac tfm 20060325p subtyp relationship includ associ depend flow general extend includ depend includ bind abstract usag permiss associationrol associationclass associ remain item link transit associationend messag nonrelationship type argouml treat connectionsedg,code/design_debt,1169,train
workaround miss abil pars,code/design_debt,1170,train
todo get info uml2 plugin perhap collect refer metamodel filter repres contain find type either end tfm,code/design_debt,1171,train
todo use getmodelelementcontain transit,code/design_debt,1172,train
todo shouldnt actual work,code/design_debt,1173,train
todo check resourc hold creat necessari discrep mdr euml part setrootmodel,code/design_debt,1175,train
todo getsetrootmodel arent specif model implement could probabl move elsewher tfm 20070530,code/design_debt,1176,train
todo choos someth match uml name someth match function weve chosen function creat name conflict migrat process tfm,code/design_debt,1178,train
todo chang throw except use fix throw new notimplementedexcept nonnls1,code/design_debt,1179,train
near clone code work fine outsid argouml throw null pointer except transform run within argouml think someth class librari use cant figur ive done simpler less effici stepwis translat serialtransform,code/design_debt,1180,train
todo bob say code use side effect mayb done clearer way fix httpargoumltigrisorgissuesshowbugcgiid4978 seem load xmi contain zip file inputstream given argument method cant reus end stream case systemid appear nonenul stage systemid null recreat inputsourc,code/design_debt,1181,train
creat temporari file output todo abl chain direct xmi reader,code/design_debt,1182,train
xmiwrit implement mdr implement clumsi specifi writer interfac want charact xmiwrit want outputstream deal byte could easili creat writer outputstream revers true todo old writer base interfac remov deprec modelimplementationgetxmiwrit remov author lmaitr,code/design_debt,1183,train
todo return empti collect null input throw illegalargu,code/design_debt,1184,train
todo iter filter would nice instead muck around collect,code/design_debt,1185,train
todo violat minim cardin allow least need critic warn,code/design_debt,1186,train
systemid valid url simpli use todo caus network connect attempt profil,code/design_debt,1188,train
todo make work given stereotyp one baseclass todo current work stereotyp baseclass equal given one inherit work,code/design_debt,1189,train
todo call singl namespac form getstereotypeit2next stereo,code/design_debt,1190,train
todo still use argouml string hardwir,code/design_debt,1191,train
todo mvw realli look supertyp stereotyp look supertyp baseclass,code/design_debt,1192,train
todo use last piec leav potenti name collis two link file name differ directori,code/design_debt,1193,train
todo type valid tagtyp,code/design_debt,1195,train
todo simplifi includ extendsetbaseusecas base,code/design_debt,1196,train
