project,sha,text,label,indicator,document_index,subset
flink,f42c14e07b9160620022064956e866dd284b4fd8,"[FLINK-16661] Move the static job id setting to ApplicationDispatcherBootstrap
HA support and static Job Ids go hand-in-hand, as HA requires that
the id of a job graph stays fixed across consecutive executions. In
addition, no 2 jobs can have the same job id while executing on the
same cluster. This commit consolidates this logic (in the context
of Application Mode) in one place, the ApplicationDispatcherBootstrap.",code_debt,non-optimal_design,145,train
shardingsphere,713feb55c3f03c96db06374a3f471116f57da040,"separate dql from dml
support create select
optimize code structure",code_debt,low_quality_code,146,train
lucene-solr,53caac2cc412fde00c415cec0305a7f14c6083c6,hack broken test to not waste hours of jenkins time,test_debt,expensive_tests,147,train
jmeter,56d1062c78698d72d85c256c87628fb89e7e03ad,Simplify,code_debt,complex_code,148,train
flink,cacde0f3f567302d933ebf09c929d73e0c5c9d56,"[hotfix] [docs] Fix a typo in index.md
This closes #6193.",documentation_debt,low_quality_documentation,149,train
camel,581465ca7375d944732849256b631f698287e085,Polished and fixed test on slow CI server.,test_debt,expensive_tests,150,train
beam,036560f38977ab9f52c43fa63df06469258b68a4,Merge pull request #10999: [BEAM-9345] Fix source of test flakiness in FlinkSubmissionTest,test_debt,flaky_test,151,train
spark,346bc17a2ec8fc9e6eaff90733aa1e8b6b46883e,"[SPARK-4516] Avoid allocating Netty PooledByteBufAllocators unnecessarily
Turns out we are allocating an allocator pool for every TransportClient (which means that the number increases with the number of nodes in the cluster), when really we should just reuse one for all clients.
This patch, as expected, greatly decreases off-heap memory allocation, and appears to make allocation only proportional to the number of cores.
Closes #3465 from aarondav/fewer-pools and squashes the following commits:
36c49da [Aaron Davidson] [SPARK-4516] Avoid allocating unnecessarily Netty PooledByteBufAllocators",code_debt,non-optimal_design,152,train
nifi,0ff85180686d9f5cdf66e615215f62178980749e,"NIFI-5390 Added more documentation for DeleteByQueryElasticsearch.
This closes #2865",documentation_debt,low_quality_documentation,153,train
infrastructure-puppet,d72ca302b2bde8af07b9b7bbfcdfb587f2bce64b,OF: typo,documentation_debt,low_quality_documentation,154,train
systemds,e9cb778ff0977be6b21b6b47ec818a0f74a2b5aa,89826: SystemML Engine - Cleanup instruction generation/parsing lu/qr/eigen (use common operand delimiters),code_debt,low_quality_code,155,train
attic-apex-core,f34b4db18f83473cf3be1ecaf36c3d1f755441aa,Fixed missed warning,code_debt,low_quality_code,156,train
cloudstack,de73bdd5a760df80af5933f8870102706aac1241,"Merge pull request #1665 from shapeblue/jsb/4.9.1.0-version
Changes database upgrade script names to be consistent for the 4.9.1.0 release  * Changes the names of the schema-490to491* scripts to
  schema-490to4910*
  * Changes the name of the Upgrade490to491 class to Upgrade490to4910
  * Modifies the Marvin setup.py script to use version 4.9.1.0-SNAPSHOT
/cc @rhtyd @karuturi
* pr/1665:
  Renames of 4.9.0->4.9.1.0 upgrade scripts to match the four position version scheme",code_debt,low_quality_code,159,train
brooklyn-server,8a7b8acf8f9d458e180b3e6e7c06acf763c3e454,Update example blueprint for Node.JS Todo application,requirement_debt,requirement_partially_implemented,160,train
cloudstack,9e90b5393a82163b5baf9c87fa5e49ff00de808f,Use java.io.tmpdir instead of hardcoded /tmp,code_debt,low_quality_code,161,train
karaf,7f457808303df3fbd3ca08c997722a3a3e12e207,"[KARAF-4660] Fix typo in wrapper install output message
Fix the `rm` command to use the karaf-service file instead of the complete path",documentation_debt,low_quality_documentation,162,train
pulsar,0df5f6f111a9d435deabdba78f48a49e23078f6a,"[broker] Close topics that remain fenced forcefully (#8561)
### Motivation
The other day, we faced a problem where a topic remained fenced and unavailable. This topic remained unavailable until it was unloaded. The following is the broker log at that time.
We were maintaining the ZooKeeper servers, so I think this phenomenon was caused by the shutdown of some ZK servers. However, the causal relationship has not been clarified.
### Modifications
As a workaround, close the topic if it remains fenced for a period of time. Reconnecting from the clients will instantiate a new `PersistentTopic` topic and the topic will back to normal.",code_debt,non-optimal_design,163,train
shardingsphere,873b89017b900a6b77530a2cabb9d0d33a23a51a,"Remove unused code
rename package name",code_debt,dead_code,164,train
couchdb,ca66fa917c8e297e1403dc916de96f50130af270,Futon: Simplify placeholder fallback using jQuery live focus events.,code_debt,complex_code,165,train
jena,ae299cf6787aa513a998efede13b375cc00f995a,"Temporary fix. Do not reset OutputStream.
Java standard console closes the output but that is System.err
initially. The effect is that stderr is closed for the whole
application.",code_debt,non-optimal_design,166,train
nifi,afb76afcd0fd7d0c144a37621fdabc181bd42307,NIFI-730: Added error messages if we fail to drop FlowFiles from queue,code_debt,low_quality_code,167,train
kylin,65c58990802c644ea35005c301ba2951a9b7e6a5,KYLIN-2266 Reduce memory usage for building global dict,code_debt,non-optimal_design,168,train
ozone,cfd12f24dd0c85fa52d5619562671194c2f5e92c,HDDS-3068. OM crash during startup does not print any error message to log. (#599),code_debt,low_quality_code,169,train
spark,75663b57f90bb173f0c6c288944ec568c4719b2a,"[SPARK-2652] [PySpark] Turning some default configs for PySpark
Add several default configs for PySpark, related to serialization in JVM.
spark.serializer = org.apache.spark.serializer.KryoSerializer
spark.serializer.objectStreamReset = 100
spark.rdd.compress = True
This will help to reduce the memory usage during RDD.partitionBy()
Closes #1568 from davies/conf and squashes the following commits:
cd316f1 [Davies Liu] remove duplicated line
f71a355 [Davies Liu] rebase to master, add spark.rdd.compress = True
8f63f45 [Davies Liu] Merge branch 'master' into conf
8bc9f08 [Davies Liu] fix unittest
c04a83d [Davies Liu] some default configs for PySpark",code_debt,duplicated_code,170,train
kafka,a3e13776e6c0889131ddfdaa8b10cd2ef2498603,"MINOR: Fix typos in javadoc and code comments
Closes #2595 from vahidhashemian/minor/fix_typos_1702",documentation_debt,low_quality_documentation,173,train
incubator-heron,a2acab8ed0b85dcd4ae66fa37ebe912835234b5f,"Correcting integration tests structure (#2293)
* correcting integration tests structure
* correcting build file",code_debt,low_quality_code,174,train
infrastructure-puppet,777cc85b4add294cc46782239425ddc9bacff980,typo,documentation_debt,low_quality_documentation,175,train
ambari,59504528b771932f6008be57cc6c74f772d52be7,"AMBARI-20277. ""Ambari Server Performance"" alert gets triggered repeatedly (GET cluster API call taking more than 10 seconds). (mpapirkovskyy)",code_debt,non-optimal_design,177,train
druid,18692a121485b9df0752cfaae5ffb3311b5317b9,better error emitting for mismatched rules,code_debt,low_quality_code,178,train
tvm,7e2a9fcfbc683861dee4118b3825908c652058f3,[TEST] Remove script that references previously removed content. (#2596),code_debt,dead_code,179,train
tomee,7036b4692bfa3111c86af19ebd860a53b8fa32ba,Unnecessary fully qualified name,code_debt,low_quality_code,181,train
spark,4b82bd730a24f96d94dfea87420cfaa4253a5ccb,"[SPARK-6575][SQL] Converted Parquet Metastore tables no longer cache metadata
https://issues.apache.org/jira/browse/SPARK-6575
Closes #5339 from yhuai/parquetRelationCache and squashes the following commits:
83d9846 [Yin Huai] Remove unnecessary change.
c0dc7a4 [Yin Huai] Cache converted parquet relations.",code_debt,low_quality_code,184,train
shardingsphere,3bb48f31a05d7083ed7bab1d2841dfaf0024daed,fix some code style,code_debt,low_quality_code,186,train
spark,bce00dac403d3be2be59218b7b93a56c34c68f1a,"[SPARK-6752] [STREAMING] [REVISED] Allow StreamingContext to be recreated from checkpoint and existing SparkContext
This is a revision of the earlier version (see #5773) that passed the active SparkContext explicitly through a new set of Java and Scala API. The drawbacks are.
* Hard to implement in python.
* New API introduced. This is even more confusing since we are introducing getActiveOrCreate in SPARK-7553
Furthermore, there is now a direct way get an existing active SparkContext or create a new on - SparkContext.getOrCreate(conf). Its better to use this to get the SparkContext rather than have a new API to explicitly pass the context.
So in this PR I have
* Removed the new versions of StreamingContext.getOrCreate() which took SparkContext
* Added the ability to pick up existing SparkContext when the StreamingContext tries to create a SparkContext.
Closes #6096 from tdas/SPARK-6752 and squashes the following commits:
53f4b2d [Tathagata Das] Merge remote-tracking branch 'apache-github/master' into SPARK-6752
f024b77 [Tathagata Das] Removed extra API and used SparkContext.getOrCreate",code_debt,non-optimal_design,187,train
tinkerpop,af03b26f37d5078f95a4ac4076c42a526a4110f2,Fixed some intellij warnings.,code_debt,low_quality_code,188,train
jmeter,3f920e2cb15de27b884966b3654818904cd91698,Log more information if a sampler causes an error,code_debt,low_quality_code,189,train
trafodion,1ce7665ed41e8ceb01efa8761f1d76d06d4c487c,"[TRAFODION-2481] Improve ambari section of provisioning guide
Add small screen caps to better illustrate ambari integration.
Fix a couple of typos in project-name macros, thanks to Anuradha's review.
Fix a bug in the ambari integration code, found by exercising steps in
the doc.",documentation_debt,low_quality_documentation,190,train
brooklyn-server,c3a9d49a24b899a1099d9dc4d6445ea8e02cb71d,"code tidy, completed merge of old Entity.properties and .activity to .attributes, with type changed from Activity to AttributeMap",code_debt,low_quality_code,191,train
hadoop,357e990c4094bfc035ab7308f824982921b2130d,HADOOP-8686. Fix warnings in native code. Contributed by Colin Patrick McCabe,code_debt,low_quality_code,193,train
incubator-pinot,c4a566004269bec5157e321c24f26f1d7f3e8721,"Do not put trace info in DataTable when trace is not enabled (#2052)
Fix the issue where trace info is set in DataTable even when trace is not enabled
When encountered exception, still put request id into data table
Will clean up Trace in another PR for performance",code_debt,low_quality_code,194,train
jena,237de155fd1e5bf8ccf3be46c54d01f71d29188f,Delete unused,code_debt,dead_code,195,train
drill,855873ef30bae0af402d32ee4cf44a65f97fb1db,"DRILL-4690: initial support for CORS
Added CrossOriginFilter to WebServer based on option HTTP_ENABLE_CORS
Fixed issues related to style
Restricted headers, added run of filterChain
Filter from org.eclipse.jetty.servlets
Enabled configuration, jetty version 9.1.5, restrict filtered paths
CORS by default disabled, reduced size of dependencies (reset maxsize)
This closes #507",code_debt,low_quality_code,196,train
helix,55da1778663f1f7eba6e1589a13cc4e06ec31418,fix typo,documentation_debt,low_quality_documentation,197,train
samza,578cc19f69c92dfde5bd0b972ce8147b84988153,"SAMZA-1711: Re-enable existing standalone integration tests.
**Changes:**
* Enable all existing standalone integration tests except `TestZkStreamProcessorSession`(`TestZkStreamProcessorSession` is flaky. It spawns `x` StreamProcessors and kills one StreamProcessor through zookeeper session expiration. Sleeps for 5 seconds and proceeds to do validation. If the rebalancing phase takes longer the sleep time, validation fails).
* Remove zookeeper unavailable unit test from LocalApplicationRunner(Race condition in zookeeper shutdown fails other tests). The deleted test will be added back in a separate test class.
* Increase zookeeper server minimum session timeout from 6 seconds to 120 seconds.
* Add assertions to validate if kafka topics setup were successful before the unit tests.
**Validation:**
Verified by running the following script on top of this patch in master branch.
**Result:**
Closes #515 from shanthoosh/turn_all_integration_tests_on",test_debt,low_coverage,198,train
cloudstack,03e283c4b3ed0046a47777b9dc1ad4ab948254af,Unskip skipped tests,test_debt,lack_of_tests,199,train
superset,38bb6f3f207cdafdd0bf86dbe9da900c2787c708,"fix : Fix style for header (sqllab) (#11980)
* Fix style for header
* flex
* Refactor
* Remove styled from import
* Change width of container
* Add tooltip and set fixed width of sidebar
* Fix lint",code_debt,low_quality_code,200,train
phoenix,fb1f3d698c529b0b816e01aba83990b98b9deaa8,PHOENIX-2599 PhoenixRecordReader does not handle StaleRegionBoundaryCacheException,code_debt,low_quality_code,201,train
tomee,4ab0ec959d1299accf1d23eb08af9bd1e3946aae,"-No jacoco. We will use https://analysis.apache.org/
-Removing some unused code
-Fixing some old TODOs",requirement_debt,requirement_partially_implemented,202,train
groovy,a75b51bd571f20995c6e85d6b8a09756711eb9e1,Minor formatting fix for the properties mentioned in the section on Grape (closes #12),code_debt,low_quality_code,203,train
arrow,553663be4b1c9b215eaf42793217685ac63e43f6,"ARROW-7162: [C++] Cleanup warnings in cmake_modules/SetupCxxFlags.cmake
Closes #5828 from pitrou/ARROW-7162-cleanup-clang-warnings and squashes the following commits:
e6cb6cd2a <Antoine Pitrou> ARROW-7162:  Cleanup warnings in cmake_modules/SetupCxxFlags.cmake",code_debt,low_quality_code,207,train
ignite,b1db693436e5a48b870e9ea8727023e7784ca23d,IGNITE-8347 Memory leaks on restart Ignite node with enabled persistence at ThreadLocal - Fixes #3891.,code_debt,non-optimal_design,208,train
incubator-weex,2f10aeeee1d7c4b344f3a81fc64beafec80af456,"Merge pull request #430 from hilongjw/patch-1
[doc] correct spelling error",documentation_debt,low_quality_documentation,210,train
activemq-artemis,b08541997b636c140bad5db8aced37bc15691bc4,This closes #2413,code_debt,low_quality_code,211,train
groovy,b605a2fda2dbfd9a0adbeca212d6b30a61f318a1,"Add current buff to keep buffer sane when parsing syntax errors
Add leftShift for groovy execution support
Split up command execute for wee cleaner code",code_debt,low_quality_code,214,train
incubator-pinot,e60446827c59f90d506a3e6ea8621d627d498381,"Add proper closing of S3PinotFS and S3Client in S3PinotFSTest. (#5287)
1. Added a tearDown() method for propoer un-initialization.
2. Changed the annotation from @BeforeMethod to @BeforeClass, as it only
   needs to be done once.
3. Temporarily disabling the test as it seems to give the following error in our environment, that is blocking this while we figure out the root cause.
   23:59:48.761 [main] ERROR org.springframework.boot.diagnostics.LoggingFailureAnalysisReporter -
***************************
APPLICATION FAILED TO START
***************************
Description:
Web server failed to start. Port 1947 was already in use.
Action:
Identify and stop the process that's listening on port 1947 or configure this application to listen on another port.",test_debt,lack_of_tests,215,train
accumulo,f42ead0d39e34578c6fe9636af4cfbd9d91e47a5,"ACCUMULO-2224 Make ZooSession more resiliant in the face of transient DNS issues.
* retries if host is not found, up to 2xZK timeout (same as other IOExceptions), rather than bailing on any host name problem.
* adds utility method for getting the max time the JVM will cache host failures
* add test for said method",code_debt,non-optimal_design,216,train
incubator-brooklyn,c0e49b24080569e579b74adc6ce3cdb09765d2b8,BROOKLYN-108: use right installDir on rebind,code_debt,low_quality_code,217,train
camel-quarkus,723194186949c13b7a44e464b4c2fd0e20a5f686,"Merge pull request #555 from lburgazzoli/github-553
Randomize http test port",code_debt,low_quality_code,218,train
zeppelin,34734b9c8ac6ba707a333356c5fb6b8baf127ca6,"[ZEPPELIN-502] Python interpreter group
### What is this PR for?
Adding a python 2 &3 interpreter. It's a basic implementation (no py4j for example), with a java ProcessBuilder object used to instantiate a python REPL.
The interpreter doesn't bring it own python binary but uses the python specified by python.path configutation. Thus, you can still use your specific installed python modules (scikit-learn, matplotlib...) and the interpreter is able to work with python 2 & 3 without change.
I had a python helper  function (zeppelin_show() ) to easily display matplotlib graph as SVG.
### What type of PR is it?
[Feature]
### Todos
### What is the Jira issue?
[ZEPPELIN-502](https://issues.apache.org/jira/browse/ZEPPELIN-502?jql=project%20%3D%20ZEPPELIN%20AND%20text%20~%20%22python%22)
### How should this be tested?
1. In interpreter screen, in Python section, specify in python.path the python binary you want to use
2. In a paragraph, you can use the interpreter with **_%python_**. Calling help() will describe you the interpreter functionnalities.
3. Install py4j (pip install py4j) if you want to use input form
### Screenshots
### Questions:
* Does the licenses files need update? Yes, only bin-license (py4j)
* Is there breaking changes for older versions? No
* Does this needs documentation? Yes
Closes #869 from hriviere/PR_interpreter_python and squashes the following commits:
80b6e75 [Hervé RIVIERE] [ZEPPELIN-502] move BSD py4j license to zeppelin-distribution/src/bin_license/license
a4b82a5 [Hervé RIVIERE] [ZEPPELIN-502]Improving doc following @AhyoungRyu review
3252353 [Hervé RIVIERE] [ZEPPELIN-502] Formatting code to respect project convention
54ec4f1 [Hervé RIVIERE] [ZEPPELIN-502]Improving doc following @AhyoungRyu review
6a831bc [Hervé RIVIERE] [ZEPPELIN-502] Add BSD py4j license
11e1b9c [Hervé RIVIERE] [ZEPPELIN-502] minor changes in python.md
e5d0bdb [Hervé RIVIERE] [ZEPPELIN-502] change PYTHON_PATH to ZEPPELIN_PYTHON
c62ac98 [Hervé RIVIERE] [ZEPPELIN-502] Improve python.md
5008125 [Hervé RIVIERE] [ZEPPELIN-502] Improve python.md with features not yet supported and technical description
7d533e1 [Hervé RIVIERE] [ZEPPELIN-502] Add tests and reformating code to help tests writing
fecaf25 [Hervé RIVIERE] [ZEPPELIN-502] Rename python.path to python and default from /usr/bin/python to python
02d1320 [Hervé RIVIERE] [ZEPPELIN-502] Input form, change from simple input form to native (pyspark syntax)
60d2956 [Hervé RIVIERE] [ZEPPELIN-502] Indent as pep8 convention
9bdb192 [Hervé RIVIERE] [ZEPPELIN-502] Add python.md to _navigation.html
7142aa5 [Hervé RIVIERE] [ZEPPELIN-502] Catch exception in logger.error
1a86ad7 [Hervé RIVIERE] [ZEPPELIN-502] Python interpreter group",code_debt,non-optimal_design,219,train
camel,fdea3a25b68b57ddae24776c71f1f67d1f230766,"CAMEL-3458: Fixed Bindy in fixed length mode to throw exception if field is larger than allowed length. Added option clip so you can clip the field when this happens, to workaround this issue.",code_debt,non-optimal_design,220,train
spark,08a125761db9ecabdd3c6d80f414c53639bd5ddd,"[SPARK-34585][SQL] Remove no longer needed BatchWriteHelper
### What changes were proposed in this pull request?
As a follow-up to SPARK-34456, this PR removes `BatchWriteHelper` completely.
### Why are the changes needed?
These changes remove no longer used code.
### Does this PR introduce _any_ user-facing change?
No.
### How was this patch tested?
Existing tests.
Closes #31699 from aokolnychyi/spark-34585.",code_debt,dead_code,222,train
camel,9ad074f4f099ac8ee9aee6eee78dcac803a8ff20,CAMEL-8023 Polished the java doc,documentation_debt,low_quality_documentation,223,train
lucene-solr,84925ba9abc7da8485f27fd52d0f80b14caad98f,SOLR-12289: Add more MDC logging information to collection admin requests,code_debt,low_quality_code,224,train
myfaces-tobago,d278d4aaccb83fd8fd641e84d9da630aa9e1c136,code style,code_debt,low_quality_code,228,train
camel,1d93a80f851c2105baeb67759caff21274a50070,camel-google-drive fixed switch/cases indentation see CAMEL-14540,code_debt,low_quality_code,229,train
arrow,af097e67ac1f06aa8c9ed3f5d60d21816e820fc0,"ARROW-6658: [Rust][Datafusion] Implement AVG expression
I wasn't sure about the datatypes of sum&count (picked the broadest f64 and i64) also it may or may not be better to implement this as SUM()/COUNT().
Either way the changes from mod.rs are needed to test SQL with f64
Closes #5558 from alippai/ARROW-6658 and squashes the following commits:
20cddef76 <Andy Grove> fix typo
62372f690 <Andy Grove> Remove unwrap
cc32f2219 <Andy Grove> rebase
ebc3acbaa <Adam Lippai> ARROW-6658:  Implement AVG expression
Lead-authored-by: Adam Lippai <adam@rigo.sk>",documentation_debt,low_quality_documentation,230,train
cxf,5823c88f598b3f0588cef0ce87f5d06bd399b0f4,"Improve error message that results from (e.g.) use of Holder with Simple 
front end. Remove entirely Aegis test of nonexisting feature whose only 
test case has been @Ignored for a long time. Remove misleading comment 
from dynamic client unit test.",documentation_debt,low_quality_documentation,231,train
beam,248c808a6603dc2c28a0b55296e0d596b8903a08,Remove extraneous ExecutionContext parameter to BaseStepContext,code_debt,dead_code,232,train
geode-native,a32f8821da53e5e80c2eab57356f3f65cfeefd17,"GEODE-4688: Refactor the addServerLocatorEPs (#220)
- pass PoolFactory by reference
- improve readability by converting to C++11",code_debt,low_quality_code,233,train
superset,4502690ef9d02fb2922f2f53d6bbd778e3fe24a1,chore: clean up aphrodite (#10883),code_debt,low_quality_code,234,train
camel,14cd8d6b32d8f6b3eb4fe2fe62947c11c3a5c935,Rest DSL. camel-swagger work in progress.,requirement_debt,requirement_partially_implemented,235,train
hadoop,61a4c7fc9891def0e85edf7e41d74c6b92c85fdb,HDFS-7932. Speed up the shutdown of datanode during rolling upgrade. Contributed by Kihwal Lee.,code_debt,slow_algorithm,237,train
lucene-solr,43c2b2320dcf344c42086ceb782e0fc53c439952,SOLR-10420: fix watcher leak in DistributedQueue,code_debt,non-optimal_design,238,train
cloudstack,c0534756d04f645c4e11e5b47f6eb0d9926babae,CLOUDSTACK-8656: network related exception logging,code_debt,low_quality_code,239,train
tinkerpop,2daa7dd2942f6c7a03176f2bb6da316339b6c39e,Renamed DoNothingGraphStrategy to DefaultGraphStrategy which eliminates worrying about how to write a nicer toString.,code_debt,low_quality_code,241,train
spark,504c9cfd21ef45a13d9428fef3b197dcbf6786cd,"[SPARK-24123][SQL] Fix precision issues in monthsBetween with more than 8 digits
## What changes were proposed in this pull request?
SPARK-23902 introduced the ability to retrieve more than 8 digits in `monthsBetween`. Unfortunately, current implementation can cause precision loss in such a case. This was causing also a flaky UT.
This PR mirrors Hive's implementation in order to avoid precision loss also when more than 8 digits are returned.
## How was this patch tested?
running 10000000 times the flaky UT
Closes #21196 from mgaido91/SPARK-24123.",test_debt,flaky_test,242,train
beam,7bf73186f50f71c648bc045362a3cfdc1caf43f6,"[BEAM-5709] Fix flaky tests in BeamFnControlServiceTest.
See the Jira issue for a description of the cause of the flakiness. This attempts to fix the issue by waiting a sufficiently long time for any actions that rely on the server shutdown to finish.",test_debt,flaky_test,243,train
cloudstack,25580c7cd1a484feba1960612c9a4ae1a179cbff,"CLOUDSTACK-6859:Management Server PermGen run out of memory after some
time due to class leak.",code_debt,non-optimal_design,245,train
hadoop,bffb43b00e14a23d96f08b5a5df01e7f760b11ed,YARN-10207. CLOSE_WAIT socket connection leaks during rendering of (corrupted) aggregated logs on the JobHistoryServer Web UI. Contributed by Siddharth Ahuja,code_debt,non-optimal_design,246,train
usergrid,b3739dc9589d9e1fe9f5efb50b43fd9bab1762c0,Ignore new test that's not completely accurate yet.,test_debt,flaky_test,247,train
flink,1a94c2094b8045a717a92e232f9891b23120e0f2,"[FLINK-9735][tests] Potential leak in RocksDBResource
This closes #6660.",code_debt,non-optimal_design,251,train
hudi,c8d5ea2752f8289b9dec37a149e82c030f657924,[MINOR] clean up and add comments to flink client (#2261),code_debt,low_quality_code,252,train
flink,5d2c465afdf1f2e4f630568435c69e1668a184c1,[hotfix] Fix exception message,code_debt,low_quality_code,253,train
flink,520a74f4b683e49ec233f11a0d5af6cc96e9f1cd,"[FLINK-7989][yarn] Do not upload the flink-dist jar twice
We always add the dist.jar ourselves, but it could also be inside a shipped
folder such as the ""lib/"" folder and was then distributed multiple times.
This closes #4951.",code_debt,low_quality_code,254,train
groovy,9d31887afa088bd0c1bad04b5a486c60f5343e53,a little bit of code cleanup,code_debt,low_quality_code,255,train
rocketmq,a8333a73b82d83c16c750219541a64ad50eebc3d,Polish the contributing guide,documentation_debt,low_quality_documentation,256,train
couchdb,4d53ff1866bdaa8be7b98a9b7be5834a225cb899,Fix typo in error id.,documentation_debt,low_quality_documentation,257,train
lucene-solr,0aef56124529f866da56eec2cc3ade2bf702fbaf,SOLR-12923: Harden TestSimNodeLostTrigger#testTrigger.,test_debt,flaky_test,258,train
hadoop,2e636dd3c497a9f0042642296b127686012de57a,"YARN-9074. Consolidate docker removal logic in ContainerCleanup.
           Contributed by Zhaohui Xin",code_debt,non-optimal_design,259,train
geode,62e7c54c05a1ee025596d6c36da262e2bd35bb8e,"GEODE-8211: fix flaky shutdown test (#5209)
The problem was that the instance variable being set by one thread and read by another was not volatile.",test_debt,flaky_test,260,train
accumulo,6b11a329c1de23045cfa040e80fe2503160da88e,ACCUMULO-1505 - fixing up some warnings in the patch,code_debt,low_quality_code,261,train
lucene-solr,60bc097a7adabc308ac6a2b0abc6c340a8439d67,Fix eol-style,code_debt,low_quality_code,263,train
pulsar,d0920fc21803dc74f56600784c074e01cc22d7a1,Remove duplicated lombok annotations in the pulsar-broker module (#6130),code_debt,duplicated_code,264,train
trafficserver,b42115ea67cdfdf509ecacde200dba22a86c1227,Fix a typo of storage.config.en.rst,documentation_debt,low_quality_documentation,265,train
jmeter,00944795c497167c952c380a795dfd9f91417d87,"HTTP Defaults - removed unneeded values
Fixed ALL feature of regexFunction
Fixed function replacement in config elements",code_debt,dead_code,266,train
airflow,a338f3276835af45765d24a6e6d43ad4ba4d66ba,"[AIRFLOW-2810] Fix typo in Xcom model timestamp
Fix typo in Xcom model timestamp field
No new testing - the field is already represented
in migrations
Closes #3652 from andywilco/fix_datetime_typo",documentation_debt,low_quality_documentation,267,train
druid,3a298681e4711c74fb4342994acde2afe46b88e9,fixed formatting,documentation_debt,low_quality_documentation,268,train
groovy,f597fbbe455f099f497f9c62e1b64c6176b79e23,added a little more getting started documentation and fixed the developer CVS link,documentation_debt,low_quality_documentation,269,train
trafficserver,3981cd3ccd1e609b662077944fd49e0723104d6b,TS-1475: fix clang warning,code_debt,low_quality_code,270,train
ambari,a2c23b213380cf7e8ccbf1db130a0925cc159516,AMBARI-17117. Fix misnamed Zookeeper connect strings in Log Search (Miklos Gergely via oleewere),code_debt,low_quality_code,271,train
avro,e276aa5e40cf51e36b581750c135c9c3875cac84,AVRO-1923: Stop infinite recursion in GenericData.toString,code_debt,non-optimal_design,273,train
cxf,f8a96728dad988c0ab157c3ca8a12ae391854b89,"Get rid of warnings, but don't break spring2 support",code_debt,low_quality_code,274,train
infrastructure-puppet,2bf70823ca243687b1c731098aa12e5d53d863ca,OF: simplify loop (don't need v),code_debt,complex_code,275,train
incubator-pinot,17caad3910183c91535b8c6754c6403acb07211f,Cleanup the console output in OfflineClusterIntegrationTest (#5536),code_debt,low_quality_code,277,train
spark,eba6a1af4c8ffb21934a59a61a419d625f37cceb,"[SPARK-8945][SQL] Add add and subtract expressions for IntervalType
JIRA: https://issues.apache.org/jira/browse/SPARK-8945
Add add and subtract expressions for IntervalType.
This patch had conflicts when merged, resolved by
Committer: Reynold Xin <rxin@databricks.com>
Closes #7398 from viirya/interval_add_subtract and squashes the following commits:
acd1f1e [Liang-Chi Hsieh] Merge remote-tracking branch 'upstream/master' into interval_add_subtract
5abae28 [Liang-Chi Hsieh] For comments.
6f5b72e [Liang-Chi Hsieh] Merge remote-tracking branch 'upstream/master' into interval_add_subtract
dbe3906 [Liang-Chi Hsieh] For comments.
13a2fc5 [Liang-Chi Hsieh] Merge remote-tracking branch 'upstream/master' into interval_add_subtract
83ec129 [Liang-Chi Hsieh] Remove intervalMethod.
acfe1ab [Liang-Chi Hsieh] Fix scala style.
d3e9d0e [Liang-Chi Hsieh] Add add and subtract expressions for IntervalType.",code_debt,low_quality_code,278,train
geode,b12abfa16b4d50a038e8b9fbb84ae882ef6fe8e4,"GEODE-4822 fix AnalyzeSerializablesJUnitTest's ""actualDataSerializables.dat""
Stop emitting bytecodes into this file - they are no longer used or expected",code_debt,dead_code,279,train
trafficserver,727dadbdb2d0fe9027ec1c666ea0faea0ae50d5e,TS-953: consolidate string copy/concat for the iocore/net.,code_debt,low_quality_code,282,train
flink,56871185cee37eb54ab342bf5579e374627ff7cb,"[hotfix][runtime] Fix code-style in ZooKeeperJobGraphStore
This closes #11996.",code_debt,low_quality_code,283,train
hive,d556689e3b3379e1abcef589a54d2d12c8b63c5e,HIVE-14960: Improve the stability of TestNotificationListener (Marta Kuczora via Aihua Xu),code_debt,low_quality_code,285,train
hadoop,3e5e1008db79f45c00a526f25bce6498c191fb9f,Amend HDFS-799. Remove unnecessary tls check. Contributed by Colin Patrick McCabe,code_debt,low_quality_code,286,train
gobblin,67e986e92337fe41bcb975d6f212ab4582dbf4dd,"[GOBBLIN-751] Make enforced file size matching to be configurable
Make enforced file size matching to be
configurable.
Dear Gobblin maintainers,
Please accept this PR. I understand that it will
not be reviewed until I have checked off all the
steps below!
### JIRA
issues and references them in the PR title. For
example, ""[GOBBLIN-XXX] My Gobblin PR""
    -
https://issues.apache.org/jira/browse/GOBBLIN-751
### Description
screenshots (if applicable):
  For better rollout (selectively rollout a few
datasets for validation)
be configurable when we copy data files.
to be configurable for different dataset during
the publisher phase.
### Tests
does not need testing for this extremely good
reason:
### Commits
their subject lines, and I have squashed multiple
commits if they address the same issue. In
addition, my commits follow the guidelines from
""[How to write a good git commit
message](http://chris.beams.io/posts/git-
commit/)"":
    1. Subject is separated from body by a blank line
    2. Subject is limited to 50 characters
    3. Subject does not end with a period
    4. Subject uses the imperative mood (""add"", not
""adding"")
    5. Body wraps at 72 characters
    6. Body explains ""what"" and ""why"", not ""how""
Make enforced file size matching to be
configurable for different ConfigBasedDataset
Fix the spelling
Closes #2616 from yukuai518/cuz",documentation_debt,low_quality_documentation,287,train
