text,label,document_index
fixme future allow empty strings error future even query column,REQUIREMENTS,1338
fixme check integer,CODE,1339
fixme parameter unclear value optimize large number expected evaluate where missing analysis etc work correctly inside function body,REQUIREMENTS,1340
fixme temporary workaround view definition fixme current left join seems result inefficient query,ARCHITECTURE,1341
fixme check integer,CODE,1342
fixme workaround failing row argument,CODE,1344
add attribute used plot etc fixme multiple variants matched hence query run,CODE,1345
hard coded itt,CODE,1348
fixme using contrasts variable name base function,CODE,1349
fixme add direct,BUILD,1350
ugly hence man page also cmd check global variable,BUILD,1351
note group always defined should always called itt though fixme generalize subjects,DESIGN,1353
make local variables,DESIGN,1354
fixme would nice use detect whether contrasts use groups in theory fix,DEFECT,1355
fixme would error checking require options,ARCHITECTURE,1356
fixme slow,ARCHITECTURE,1357
fixme written note merge merge since want data subjects,REQUIREMENTS,1358
fixme user variables needed case used group etc,BUILD,1359
report groups actually included note assuming user nice define transform still works fixme maybe allow fixme instead list sort count otherwise,ALGORITHM,1360
fixme next line throws error na itt,DEFECT,1361
fixme would nice compute contrasts needs done within levels model,REQUIREMENTS,1362
better join whole lot delete columns later,ALGORITHM,1363
using names part column labels does nt work,DEFECT,1364
needed since calls par within,CODE,1365
match error fixme error,REQUIREMENTS,1366
force settings true case user options try override,USABILITY,1367
fixme throw error fails,CODE,1369
hard coded itt,CODE,1370
may broken apparently global cex setting,DEFECT,1371
currently allows vector matrix draw multiple legend line may break used unexpected ways fixme separate control line colour point colour fill,DEFECT,1372
fixme check col bg,DEFECT,1373
broken,DEFECT,1374
variants include parameters plot output control high fixme,ALGORITHM,1375
fixme may work truncation,DEFECT,1376
fixme still quite right,DEFECT,1377
overwrite previous value tmp fixme temporary workaround would previously instead setting tmp,CODE,1381
overwrite previous value tmp fixme temporary workaround,CODE,1382
fixme make work db several blocks slightly differently depending class,ARCHITECTURE,1383
fixme grepl content tables expired help user,USABILITY,1384
return without checking hack fixme make actual check,PEOPLE,1385
could add checks existence tables present could add options attempt fix common problems eg select limit fails try metadata,CODE,1386
character vector almost possible inputs,CODE,1388
never happen,ALGORITHM,1390
hack could made object,DESIGN,1391
must better way,TEST,1392
must better way,TEST,1393
note can count data loaded will improve test supports tests data,TEST,1394
todo add user defined functions results,REQUIREMENTS,1395
the able run properly merge task fails stopping user processing merge task failed,DEFECT,1396
fails httr see https consider option progress bar,BUILD,1397
no idea,CODE,1398
hack prevent range,CODE,1401
todo need group variant way determine,REQUIREMENTS,1402
todo should warning user will todo how content,USABILITY,1403
todo work,DEFECT,1404
todo pretty,CODE,1405
todo add,CODE,1407
todo need check content least url title,ARCHITECTURE,1408
todo evaluate whether character,ALGORITHM,1409
make sense automatically get latest force user,TEST,1410
todo think handle exist,CODE,1411
case get back,CODE,1412
todo need test real error,TEST,1413
todo,CODE,1414
todo need validate content,CODE,1415
todo validate content,CODE,1416
todo validate needs,CODE,1417
todo check,CODE,1418
todo check url provided appropriate,CODE,1419
todo add arguments build filter function users know arguments pass,CODE,1421
todo next stop figure filtering draw execution work make happen filter mutate need make actually work filters based started ended etc nrow fast know many total records show example,REQUIREMENTS,1422
todo figure number rows,CODE,1424
todo make sure right timestamp format,CODE,1425
todo need validate schedule needs id,CODE,1429
todo create description schedule,USABILITY,1430
todo translate something,USABILITY,1431
todo nice way print relative times,USABILITY,1432
todo hard use directly returns tag maybe create tag class,USABILITY,1433
todo try without,CODE,1434
todo find way build tag tree list tags,CODE,1435
todo,CODE,1436
todo,CODE,1437
todo way system debug output better error handling etc,CODE,1438
todo better way get self,CODE,1440
todo query and body,CODE,1441
todo allow updating variant,CODE,1442
todo directly today function rev self rev rev,USABILITY,1443
todo,CODE,1444
todo smarter noninteractive wait,ARCHITECTURE,1445
todo hard test rmarkdown creating variant possible,TEST,1448
todo would great able tail instance ie actually reference job,REQUIREMENTS,1449
todo should warning,USABILITY,1450
test,TEST,1452
todo response get,DEFECT,1453
todo this testing requires server todo use implementation somehow,TEST,1455
todo smarter noninteractive wait,ARCHITECTURE,1456
todo use newer way delete tags,CODE,1457
todo use newer way delete tags,CODE,1458
do ugly hack,CODE,1459
sapply isnull working currently,DEFECT,1461
bit nasty hack we fact environments special objects ie passed function,DESIGN,1462
note bit variable vector term names weights it actual name weight function this old code,CODE,1463
this general efficient the matrix rbind cbind if name,ARCHITECTURE,1464
ad hoc may symmetric due precision,DEFECT,1465
bit redundant codes later,CODE,1466
ad hoc may symmetric due precision,DEFECT,1467
if isna convert na na handled automatically since na definition variable allowed convert select variances fixme na covariances,ALGORITHM,1468
fixme it better modify includes regression coefficients,CODE,1469
fixme need handle dimensions better,REQUIREMENTS,1470
complete data fixme remove used meta,CODE,1471
complete data fixme remove used meta,CODE,1472
fixme allow missing,REQUIREMENTS,1473
if isna convert na na handled automatically since na definition variable allowed convert select variances fixme na covariances,CODE,1474
assuming models,REQUIREMENTS,1476
it tested yet but work,TEST,1477
fixme diff fixedeffects done,DEFECT,1480
fixme,DEFECT,1481
fixme,DEFECT,1482
fixme,DEFECT,1483
problem read row,DEFECT,1484
adhoc observed statistics removing fixedeffects,CODE,1485
fixme test,TEST,1486
adhoc add observed statistics objectives adhoc observed statistics removing fixedeffects objectives,CODE,1487
fixme need check robust user dirty fix check whether transformation remove spaces,ARCHITECTURE,1488
fixme better use free parameters mplus aic this consistent however seems df npar used,CODE,1489
fixme definitions aic,DOCUMENTATION,1490
modelname may diff models fixme may break modelname variable modelname object call match modelname names object call specified default meta meta analysis ml isnull modelname modelname meta analysis ml else modelname paste modelname sep name sapply unlist dimnames function modelname,CODE,1491
index missing variables check,ALGORITHM,1492
known bug fall loop zero,DEFECT,1493
needs depend,CODE,1495
needs depend,CODE,1496
pass along,DEFECT,1497
env var nb see also todo created steven pav steven pav comments steven pav,DESIGN,1498
env var nb see also todo created steven pav steven pav comments steven pav,DESIGN,1499
todo figure error check,CODE,1501
todo flag based using sleep loop,CODE,1502
todo clear output modules needed anymore,CODE,1503
todo temp way check ending modules complete,CODE,1504
todo unit tests,TEST,1506
todo rm causing issues isnull private futurepromise rm private futurepromise,ARCHITECTURE,1507
todo add check made sure type,CODE,1508
todo temp set multisession packages uses use multisession required set new future plan,CODE,1509
todo figure better way run unused graph does work outside argument ignore,CODE,1510
todo unit tests,TEST,1511
work,TEST,1512
nocov nocov,TEST,1513
nocov start note the function coverage reports since must used,TEST,1514
nocov end,TEST,1515
nocov end,TEST,1517
nocov start,TEST,1520
nocov start,TEST,1522
nocov end,TEST,1523
nocov start,TEST,1524
nocov end,TEST,1525
nocov start,TEST,1526
nocov end,TEST,1528
nocov start,TEST,1529
nocov end,TEST,1530
nocov start,TEST,1531
nocov start,TEST,1532
nocov end,TEST,1533
nocov start,TEST,1534
nocov end,TEST,1535
nocov end,TEST,1536
nocov start,TEST,1537
nocov end,TEST,1538
nocov start,TEST,1539
workaround allow getting units create sf object,DESIGN,1540
nocov end,TEST,1541
nocov start,TEST,1542
nocov end,TEST,1543
nocov start,TEST,1544
workaround custom index since already json available current variables,CODE,1545
nocov end,TEST,1546
nocov start,TEST,1547
nocov end,TEST,1548
nocov start first ever execution,TEST,1549
nocov end first ever execution,TEST,1550
nocov start nolint,TEST,1551
nocov start,TEST,1553
nocov end,TEST,1555
nocov start,TEST,1556
nocov end,TEST,1557
nocov end,TEST,1561
nocov,TEST,1562
nocov,TEST,1563
nocov start,TEST,1564
nocov end,TEST,1565
nocov start,TEST,1566
nocov start,TEST,1567
nocov end,TEST,1568
workaround avoid note package check,BUILD,1569
nocov nolint,TEST,1570
nocov,TEST,1571
nocov nolint,TEST,1573
nocov start note the function coverage reports since must used the goes function event,TEST,1574
workaround avoid note,BUILD,1576
nocov start coverage test since requires interactive execution,TEST,1578
nocov end,TEST,1579
workaround avoid error indexes andor quality bands selected product,ALGORITHM,1582
nocov start,TEST,1583
workaround avoid bug creation vrt files data type create files original use build vrt instead directly vrt,ALGORITHM,1584
apply error original file step still vrt todo check input file coordinates type correctly generated,REQUIREMENTS,1585
ugly workaround avoid crash windows understand using fails case save temporary,DEFECT,1586
workaround gdal,CODE,1587
nocov start,TEST,1588
nocov start,TEST,1589
nocov end,TEST,1590
legacy ugly workaround avoid problems save temporary files use conversion this allows using sf pts quiet true true,CODE,1591
select automatically appropriate task due data target,REQUIREMENTS,1593
select automatically appropriate task due data target,REQUIREMENTS,1594
currsign asmatrix results selectedvars case signature slot returned due lack memory see internalses final part,ARCHITECTURE,1596
currsign asmatrix results selectedvars case signature slot returned due lack memory see internalmmpc final part,ARCHITECTURE,1598
select automatically appropriate task due data target,REQUIREMENTS,1599
select automatically appropriate task due data target,REQUIREMENTS,1600
currsign asmatrix results selectedvars case signature slot returned due lack memory see internalmmpc final part,ARCHITECTURE,1602
currsign asmatrix results selectedvars case signature slot returned due lack memory see internalses final part,ARCHITECTURE,1603
currsign asmatrix results selectedvars case signature slot returned due lack memory see internalmmpc final part,ARCHITECTURE,1607
error case pretty sure error case cs highly correlated inversion matrix possible,TEST,1611
error case pretty sure error case cs highly correlated inversion matrix possible,TEST,1612
error case pretty sure error case cs highly correlated inversion matrix possible,TEST,1613
error case pretty sure error case cs highly correlated inversion matrix possible,TEST,1614
error case pretty sure error case cs highly correlated inversion matrix possible,TEST,1616
change remaining variables considered,CODE,1617
change remaining variables considered,CODE,1618
create df numeric mean column character sd column turn trim todo maybe add decimal adjustment later no need round stacking means leave mean data frame row name,ALGORITHM,1619
use one quantile not elegant sapply though sapply svyquantile failed run,CODE,1620
put back column names overkill nonmultivariable cases,CODE,1621
put back column names overkill nonmultivariable cases,CODE,1622
take value outside not function,DESIGN,1624
put back column names overkill nonmultivariable cases,CODE,1625
create strata data frame data frame strata variables fixme this changes type strata good practice,DEFECT,1626
dummy dumb object avoid cran check visible binding global variable,BUILD,1627
dummy dumb object avoid cran check visible binding global variable,BUILD,1629
do test version avoid warnings https,TEST,1631
pvalue for reason need specify summary explicitly,CODE,1632
fixme output zeros,CODE,1633
default labels parameters todo option,DOCUMENTATION,1634
remove null variables no random effect todo treat case random effect,REQUIREMENTS,1635
fixme make,REQUIREMENTS,1636
maybe memory future list hash table etc data frame list columns fixme allow dynamic change memory length store state,REQUIREMENTS,1639
fixme logging fixme control fixme print average return last fixme maybe return time make message done function argument,USABILITY,1641
fixme break,DEFECT,1642
fixme get number states actions automatically environment fixme custom eg,CODE,1644
fixme make ok states must unique,CODE,1645
problematic matrix many columns reduce,DEFECT,1646
todo determine constructor documentation coregx make sense three packages depend for instead todo determine way code making documentation then could use variable fill class package,DESIGN,1647
todo make sure fix check matching row names cell line matrices,DEFECT,1648
todo figure properly params coregx,DESIGN,1649
todo checks nt like assigning global can return removed,CODE,1650
todo add updating sensitivity number tables,CODE,1651
todo add updating sensitivity number tables,CODE,1652
calculate residual fit fixme why different coregx,DESIGN,1653
fixme why different coregx,DESIGN,1654
todo add function documentation,DOCUMENTATION,1655
todo update use method coregx,DESIGN,1656
todo how pass,CODE,1657
fixme surely import generic somewhere,BUILD,1658
todo fix,DEFECT,1659
todo coregx,ARCHITECTURE,1660
fixed todo subset function breaks doesnt find cell line sensitivity info,DEFECT,1661
todo is supposed,CODE,1662
todo implement subsetting level todo refactor function helpers,DESIGN,1663
todo generalize multiple assay,DESIGN,1665
needed deal duplicated rownames,CODE,1666
todo do want pass environment better memory efficiency,ARCHITECTURE,1667
todo determine done se constructor extract names expression set,CODE,1668
todo rewrite apply statement have compare like due nas data checking,CODE,1669
complain todo add warning string expectwarning call,USABILITY,1670
complain todo add warning string expectwarning call,USABILITY,1671
todo print console test file,TEST,1673
complain complain complain todo add warning string expectwarning call complain complain complain complain complain complain complain complain,USABILITY,1674
fixme no method class missing expecterror argument missing,DOCUMENTATION,1675
fixme no s4 method class missing testthat sensitivity profiles fails gracefully expecterror argument missing,TEST,1676
exclude not always number values exclude possible lower limits corresponding upper limits combination giving,CODE,1677
temporary fix,CODE,1678
fixme warn users assumes order latent,DEFECT,1679
fix,DEFECT,1681
fix,DEFECT,1682
fix,DEFECT,1683
fix,DEFECT,1684
todo check gradient,CODE,1687
is really used anymore print acc,CODE,1688
todo,CODE,1689
argh really want use anyway,CODE,1690
argh really want use anyway,CODE,1692
argh really want use anyway,CODE,1693
argh really want use anyway,CODE,1695
todo remove list col list col todo remove list col,CODE,1696
trick initial best ask,CODE,1697
trick initial best,CODE,1698
https,CODE,1699
ggplot ignores timezone even though explicitly set work around,CODE,1700
ggplot2 hack see,CODE,1701
ggplot2 hack hack stop cmd check ggplot aes function global vars option ggplot call within data block use see http,BUILD,1702
nocov,TEST,1704
nocov start,TEST,1705
nocov start,TEST,1707
nocov internal class sparse full,TEST,1710
nocov start,TEST,1712
nocov start,TEST,1714
nocov,TEST,1716
nocov start,TEST,1717
nocov end calculate matrices bounds error check,TEST,1718
nocov start,TEST,1719
nocov,TEST,1720
nocov,TEST,1721
coerce list necessary nocov start,TEST,1722
nocov,TEST,1724
nocov,TEST,1725
nocov,TEST,1727
nocov start,TEST,1728
nocov end,TEST,1729
done manually avoid multiple calculations nocov start,TEST,1730
nocov end,TEST,1731
nocov,TEST,1732
nocov start,TEST,1734
nocov end,TEST,1735
nocov end,TEST,1737
nocov,TEST,1738
nocov avoid warning undefined globals,TEST,1740
nocov,TEST,1741
nocov,TEST,1742
nocov,TEST,1743
nocov,TEST,1747
nocov,TEST,1748
nocov start,TEST,1749
nocov end,TEST,1750
nocov,TEST,1751
nocov,TEST,1752
nocov,TEST,1753
nocov end,TEST,1754
nocov,TEST,1755
nocov empty cluster,TEST,1756
nocov check data,TEST,1757
valid indices left nocov,TEST,1759
valid indices left nocov calculate global needed,TEST,1760
nocov,TEST,1761
nocov,TEST,1762
nocov start nocov end,TEST,1763
nocov,TEST,1764
nocov,TEST,1765
nocov,TEST,1766
nocov,TEST,1767
nocov,TEST,1768
nocov,TEST,1769
parallel times wo nt detect otherwise,CODE,1770
avoid stupid parallel warnings,BUILD,1771
ca nt require since package new ca nt new even dependencies,CODE,1773
assign,ARCHITECTURE,1774
xxx todo,CODE,1775
fixme handle versions type missing versions one method currently handled two bad design,DESIGN,1776
select row get character,DEFECT,1777
xxx hack elsewhere,DESIGN,1778
call,DESIGN,1779
xxx hack every time figure better way today,ARCHITECTURE,1780
locales hard,CODE,1781
name passed usually needed needed trying find package,CODE,1782
hacky,CODE,1783
nb give different behavior versions provide nt search path not ideal otherwise fail,DEFECT,1784
nt exist ll return next ok nt get created ugly know,CODE,1785
lookup hack give us na value right type column,CODE,1786
distance covariance correlation statistics alternate method implemented without call method usually slower version,ARCHITECTURE,1788
there seems bug function threshold correctly,DEFECT,1789
these may dangerous work column names,CODE,1790
in case moved twice ended,REQUIREMENTS,1791
important have sort data frame case have sort timestamp not dat dat order dat timestamp,CODE,1792
dummy trick cmd check http,BUILD,1793
average and mutate throws error,DEFECT,1795
trick avoiding cmd check notes,BUILD,1796
one random effect,REQUIREMENTS,1797
uses function cmd,BUILD,1798
cmd check fails test setting environment variable see https,BUILD,1800
todo locales expectequal locale locale,TEST,1802
release devtools nocov start,TEST,1803
nocov end,TEST,1804
todo result need if path two grouping vars it path one grouping var,CODE,1805
deprecate arg consistency across functions,CODE,1807
fixme make sure levels zero counts still,DEFECT,1808
hardcoded function transform prob via function covariate,CODE,1810
assume equal two conditions combine counts two conditions estimate should keep sites nt show much differences ll ignore part,REQUIREMENTS,1811
it seems need use remove to done later,ALGORITHM,1812
new tabix file named tmpstring works additional suffix passed tmpstring skipped,DEFECT,1814
new tabix file named tmpstring works additional suffix passed tmpstring skipped,DEFECT,1815
nt work max chr,DEFECT,1817
nt work,DEFECT,1818
assign nt work change return list pred elements parse two,DEFECT,1819
this give error cov singular least two columns todo this also error failed fix,DEFECT,1820
must matrix use modelmatrix asmatrix todo support sparse matrices,CODE,1821
todo support sparse matrices,REQUIREMENTS,1822
class work binomial create additional algorithms different values example function,REQUIREMENTS,1823
todo test,TEST,1824
nt work,DEFECT,1825
todo test prediction,TEST,1827
todo test different argument customizations,TEST,1828
todo test different argument customizations,TEST,1832
todo test hyperparameter optimization,TEST,1833
need cleanup future tests nt fail use object,TEST,1837
todo fix bad algorithms not clear,DEFECT,1838
todo test hyperparameter optimization,TEST,1839
todo test different argument customizations,TEST,1840
todo test hyperparameter optimization,TEST,1841
todo test hyperparameter optimization,TEST,1843
todo test different argument customizations,TEST,1844
todo test hyperparameter optimization,TEST,1845
test todo add test,TEST,1846
unfortunately lapply work class length andor,CODE,1848
this bad practice oh,CODE,1849
todo check fails,CODE,1850
todo check fails,CODE,1851
todo failing,DEFECT,1852
take long run,ARCHITECTURE,1853
cheat,CODE,1855
added later fast evaluation available correction,ARCHITECTURE,1856
older code upper estimate number pairs work around bug,CODE,1857
allow slightly space work around bug,DEFECT,1858
yet working,DEFECT,1859
this code slow,ARCHITECTURE,1860
hacked stats,CODE,1861
the column values deleted retain delete later,DEFECT,1862
hack get around problem subset argument,CODE,1863
hack since modelmatrix nt handle,CODE,1865
this code slow,ARCHITECTURE,1866
weird,CODE,1867
weird,CODE,1868
uncorrected for purposes,DEFECT,1869
dirty way arguments model later probably done using call eval envir etc,CODE,1870
wrong code average local statistics,PEOPLE,1872
old code case,CODE,1873
do not restrict this is now done in filter must belong subset ok ok,DESIGN,1874
point patterns used,CODE,1875
use old code,CODE,1876
uncorrected estimate,DEFECT,1877
coercion useful debugging,CODE,1878
this does nt work sure rescale length,DEFECT,1880
bug workaround,CODE,1881
method effects,ARCHITECTURE,1882
undocumented hack,DOCUMENTATION,1883
hack gam allow range values actually used fit check,CODE,1884
problem constant covariate singular fit hack,DEFECT,1886
this work ppm since uses conditional but,ARCHITECTURE,1887
uncorrected for purposes weights,DEFECT,1888
uncorrected estimate,DEFECT,1889
this dangerous hack,ARCHITECTURE,1890
check whether data new variables available nt work things like pi,DEFECT,1891
calculations hack,CODE,1892
do need go,CODE,1893
apply weights rows model matrix temporary hack,CODE,1894
dirty way model new dummy pattern probably done using call eval envir etc changed use new,CODE,1895
dirty way model new dummy pattern probably done using call eval envir etc,CODE,1896
limited use,CODE,1897
check fast slow code options tested elsewhere date,TEST,1898
slow code full set sqrt transformation,ARCHITECTURE,1899
fails,DEFECT,1901
the following nt work yet ppm cells,DEFECT,1903
test hidden options ppm date,TEST,1904
deprecated use second argument deprecated deprecated deprecated crash,CODE,1905
nocov start release devtools,TEST,1906
nocov end,TEST,1907
fixme remove arg removed,CODE,1908
nocov start,TEST,1909
nocov end,TEST,1910
to be deprecated,CODE,1913
todo,CODE,1915
work,CODE,1916
restore sorting order sorting requested todo what need sort etc,REQUIREMENTS,1917
merge work future use rbindlist rbindlist list work,CODE,1918
merge work future use rbindlist rbindlist list work,CODE,1919
merge work future use rbindlist rbindlist list work,CODE,1920
run need check,CODE,1921
check test feature less runs missing case zero runs let check remove,TEST,1922
create condition columns todo fill correct values,REQUIREMENTS,1924
todo case variance weighted,REQUIREMENTS,1925
since easy perform say iterations words code numerical variables prevent stupid funny settings ok still possible crash script give,DEFECT,1926
stupid obsolete variable needed somewhere,CODE,1927
removing variables features,ARCHITECTURE,1929
sanity check case,CODE,1930
getting rid links similar stuff deleted hopefully,CODE,1931
case theoretically still might one point,CODE,1932
case theoretically still might one point,CODE,1933
line two given points case vertical lines,CODE,1934
line two given points case vertical lines,CODE,1935
elegant way switching strings logical values,CODE,1936
this is ugly workaround to prevent some positives adding class set,CODE,1937
weird way checking loaded variable,CODE,1938
might found sets time happen sometimes getting rid,DEFECT,1940
starting empty function case,CODE,1941
dirty trick get values nothing else,CODE,1942
number,ALGORITHM,1943
dirty trick get values nothing else,CODE,1944
error variable names contain three dots case,DEFECT,1945
trick turned prevent function crash,ARCHITECTURE,1946
loading sample looking nt stupid names variables eg,CODE,1948
classes rather rownames,DESIGN,1949
todo something text slice longer whole text,CODE,1950
this us choosing nonexisting distance measure case default distance classic delta be correct default value assigned well,CODE,1952
getting rid links similar stuff deleted hopefully,USABILITY,1953
class matching seems bit weird,DEFECT,1955
stupid obsolete variable needed somewhere,CODE,1957
trick start naming nodes,CODE,1958
something wrong variable features needs corrected,DEFECT,1960
case convert characters,CODE,1961
allows seems undocumented,DOCUMENTATION,1963
bad data json files require constraint,CODE,1964
fixme code written could different order,CODE,1965
handle multiple fixme limited single plan present,REQUIREMENTS,1966
version docs page fixme present data types,CODE,1967
unused error readbin buf integer size4 endian little fixme unused,DESIGN,1968
fixme read fields following list,REQUIREMENTS,1969
fixme read fields following list,REQUIREMENTS,1971
fixme read fields following list,REQUIREMENTS,1972
fixme read fields following list,REQUIREMENTS,1973
fixme read fields following list,REQUIREMENTS,1976
fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,1977
fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,1978
fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,1979
fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,1980
fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,1981
fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,1982
fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,1983
fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,1984
data fixme put individual items,ALGORITHM,1985
may use add extend window,CODE,1987
year fixme check month day hour min sec,DEFECT,1989
check,CODE,1994
amplitude correlation fixme use value user fixme work given docs see system,DEFECT,1995
fixme correlation quality,ALGORITHM,1996
sometimes extra sample time na because times continuous without extra sample ll remove sample,DEFECT,1997
fixme may things eg try measure salinity,REQUIREMENTS,1998
fixme,CODE,1999
fixme check,CODE,2000
fixme may change new,ARCHITECTURE,2001
fixme check allowed fixme check allowed,CODE,2003
developer alter line suit new data class,DESIGN,2004
ad2cp burst data records one list average records another one permit eg burst numeric burst numeric fixme document leave data,DOCUMENTATION,2005
fixme use eg times,CODE,2006
fixme eg parentframe what right,CODE,2007
fixme check see handling slow data properly,ARCHITECTURE,2008
fixme broken ad2cp,DEFECT,2009
fixme handle ad2cp fixme handle ad2cp,REQUIREMENTS,2011
fixme handle ad2cp fixme handle ad2cp fixme handle ad2cp,REQUIREMENTS,2012
developer note update first test new which handled,TEST,2014
fixme want,REQUIREMENTS,2015
fixme want,REQUIREMENTS,2016
fixme made matrix,CODE,2017
fixme check name,CODE,2020
fixme think deleted blank plot get axis length,USABILITY,2021
fixme assume equal,ALGORITHM,2022
fixme arg,CODE,2023
remove case got added,CODE,2024
treat ad2cp differently eg ahrs may need extracting etc cases also orientation names different type code makes things easier fixme consider sontek cases,DESIGN,2025
fixme,CODE,2026
fixme deal ad2cp can use similar cases fixme loop like also,REQUIREMENTS,2027
developer note might faster use calculations since memory pressure bit smaller need rep ahrs values across cells however tried test results method much faster also easier others modify think use speed test file method user system message method cell nc res data item cell cell ahrs method user system message method,ARCHITECTURE,2028
fixme ensure exist,CODE,2029
fixme check missing weird,CODE,2030
fixme check whether speed things using eg instead would lower memory requirements,ARCHITECTURE,2031
fixme handle ad2cp,REQUIREMENTS,2032
fixme files nt,CODE,2033
risky code there really seems nothing specific file tell instrument type act going flag one thing different two documentation entries the exception class recognized code sequence 0x00 0x70 see near line capture first,ARCHITECTURE,2034
fixme use proper length wo nt use anyway,CODE,2035
fixme document this fixme document this fixme document this,DOCUMENTATION,2036
fixme we process header nt need probably bytes let read case it might worth case file might header much longer code,ARCHITECTURE,2037
look codes fixme fields look 0x00 0x70 series config 0x70 series 0x70 series data 0x70 series event log beam data 0x00 beam data 0x00 beam correlation 0x00 beam amplitude 0x00 beam good 0x00 transformation matrix transformation matrix beam data beam correlation beam amplitude beam good read relevant series metadata remove first row codes header always,ALGORITHM,2039
fixme docs say assume order data following works fixme data seen date,CODE,2041
fixme set space method slow ugly,ARCHITECTURE,2042
fixme dk need figure difference navtime fixme calling navtime time asinteger buf asinteger buf year asinteger buf month asinteger buf day navtime navtime readbin buf integer n1 size4 navtime asposixct navtime,CODE,2043
remove nas time sure right problems fixme wo nt need handle also fixme test,TEST,2044
note needs removed,CODE,2045
clean sure needed,CODE,2047
nolint variable used nolint variable used nolint variable used nolint variable used int guess,CODE,2048
first profile get etc fixme really,CODE,2049
fixme next line reads year year month day hour min sec,DEFECT,2050
below code sontek adp integers fixme perhaps read things high priority since data file code originally distances set mm mms values unsigned int mm used single cell unsigned int mms resolution unsigned int mm position resolve unsigned int mm cell unsigned int mm used full profile unsigned int mms unsigned int mm first unsigned int mm cell profile unsigned int range mm range boundary int mms resolve lag unsigned correlations resolve lag,DEFECT,2052
fixme probably could,ARCHITECTURE,2053
sin pi cs cos sin pattern cos pi pattern fixme check also read check,DEFECT,2055
pattern warning fixme check also read check,DEFECT,2056
wo nt need many catch coding errors,CODE,2057
read things profile profile readbin buf integer size4 fixme check profile number may help us also,CODE,2058
fixme use transformationmatrix header,CODE,2059
fixme fill fixme fill,CODE,2060
fixme fill,CODE,2061
filled later fixme check correct fixme fixme fixme,CODE,2062
fixme read file,ARCHITECTURE,2063
wo nt need many catch coding errors,CODE,2065
fixme need,CODE,2066
window data using case variable number sd pairs code could never need better see code this block get removed next,CODE,2067
ensure fixme,DEFECT,2068
fixme read roll range ok,CODE,2069
fixme wrong res metadata round length length fixme surely header fixme wrong debug res metadata,DEFECT,2070
look output burst fixme,DEFECT,2073
fixme slow,ARCHITECTURE,2075
fixme want,REQUIREMENTS,2076
fixme want,REQUIREMENTS,2077
fixme want,REQUIREMENTS,2078
fixme passing cex etc,CODE,2081
not using matrix method might memory faster rbind data data data,CODE,2082
fixme necessary,ARCHITECTURE,2083
fixme rename avoid,CODE,2084
fixme direct functions memory,ARCHITECTURE,2085
fixme seems wrong fixme seems wrong,DEFECT,2086
fixme determined based,CODE,2087
fixme,DEFECT,2088
fixme bug docs say units data file,ALGORITHM,2089
burst fixme need,CODE,2090
fixme ignoring,CODE,2091
no need subset time from to integers really sure want case either changing issue,CODE,2092
fixme may change time,CODE,2093
fixme guessing resolution text files fixme guessing max text files,DEFECT,2095
print sure following ever happen always remember use nt want getting next,DEFECT,2098
fixme use eg times message base message message value paste value collapse metadata must match exactly data matched,CODE,2099
developer note keep synch,TEST,2101
apply units see http fixme table link two factors time ve idea means extracting seems seconds day fixme guessing time units fixme guessing time units,ALGORITHM,2102
fixme let default,CODE,2103
message fixme calling next method defined,CODE,2104
local function need namespace,DESIGN,2105
local function need namespace,DESIGN,2106
issue1628 check issue1628 ifelse apply data pressure diff narmtrue true false issue1628 issue1628 data pressure data pressure fixme convert pressure vector issue1628 keep eval substitute subset data parentframe issue1628 data pressure res data pressure fixme convert back original subsetting issue1628 else issue1628 stop subset pressure use first issue1628,DEFECT,2107
fixme modify temp pre in end pre constant along first index,CODE,2108
handle units getting data we must read data remove entries know left end metadata fixme would nice handle cases handled code,ALGORITHM,2109
fixme code layout fixme output might change fixme the code worked,ARCHITECTURE,2110
profile fixme handle noise document,DOCUMENTATION,2111
developer alter line suit new data class,DESIGN,2112
take first may problematic,DEFECT,2113
fixme idea guess unit,CODE,2114
quite,ARCHITECTURE,2115
fixme fastslow,ARCHITECTURE,2117
fixme assuming equal dt,ALGORITHM,2118
old col exist,CODE,2120
better,ALGORITHM,2122
fill isnull metadata metadata fixme handle type values,REQUIREMENTS,2124
slow one line,ARCHITECTURE,2125
fixme could eof,CODE,2127
fixme slow know size start,ARCHITECTURE,2129
fixme check color,CODE,2131
fixme next might top color,CODE,2133
why name contain nb ve documented namespace,DOCUMENTATION,2134
code needs synch,DESIGN,2135
fixme issue work next lines message zlim isnull zlim null else paste zlim collapse,DEFECT,2136
code needs synch,DESIGN,2137
next wrong one value unless n1,DEFECT,2138
