text,label,document_index,subset
if using marginal results ie missing use join hence drop rows nt match if using results use left join fixme make query run faster,ARCHITECTURE,1279,train
fixme explicitly pass priors,DEFECT,1280,train
max narm true threshold could relative instead absolute max narm true threshold fixme nothing thresholds adapt gracefully,DEFECT,1282,train
fixme entitytype,DEFECT,1285,train
note ad results suggests units gives sensible results function variant pvalue across range fixme make small discussion change default priors,DOCUMENTATION,1287,train
fixme could made much efficient extra columns,ARCHITECTURE,1288,train
fixme db query limit expensive way generate df rows,DEFECT,1289,train
compute sets signal fixme optimize remove loop repeated ie slightly consider adding dummy rows empty model signal this would make easier,CODE,1292,train
impact fixme content impact changes,DEFECT,1294,train
fixme zero signals names attr data,DEFECT,1295,train
preserve original attributes note list hard coded fixme,CODE,1296,train
fixme ids change integers use,CODE,1297,train
fixme filter,CODE,1298,train
fixme need support alternative logic avoid serial if one genes query position return like,ALGORITHM,1299,train
fixme filter,CODE,1300,train
deprecated version line getoption false return message slightly updated version,CODE,1304,train
fixme bad hack make better,CODE,1307,train
fixme make like,CODE,1308,train
fixme add text filtering requested could applied warning filtering skipped analysis analysis warning filtering skipped analysis analysis,DEFECT,1309,train
fixme check getoption,CODE,1310,train
need,CODE,1311,train
fixme logging message could improved entitytype null empty string,USABILITY,1312,train
fixme unclear handle analysis fixme throw error entitytype null,ALGORITHM,1313,train
narmtrue safety db systems return na is not null hard coded threshold makes sense control display,ARCHITECTURE,1314,train
annoying back conversion pvalue scale fixme code directly support,DEFECT,1315,train
fixme get analysis metadata needed calculation,CODE,1316,train
happen,ALGORITHM,1317,train
todo,REQUIREMENTS,1318,train
seems dangerous,PEOPLE,1319,train
hard code number rows metadata debug,CODE,1320,train
workaround deal calling coded,ARCHITECTURE,1321,train
fixme throw error na fixme throw error na,CODE,1323,train
fixme needed fixed return,CODE,1324,train
calculate weighted average freq weighted using input metadata fixme make robust false input dataset,ARCHITECTURE,1325,train
fixme add option order res make option since expensive,REQUIREMENTS,1326,train
fixme since currently write back full set summary stats need way existing tools eg like top plots eg selection region etc,BUILD,1327,train
something odd na fill vectors matrices right size zero take limit prior inf take limit prior matrix rep na length nrow length,DEFECT,1328,train
match uridx match uridx uridx uridx drop false is this right,CODE,1329,train
never happen,CODE,1330,train
broken,DEFECT,1331,train
broken,DEFECT,1332,train
hard coded threshold makes sense control display,CODE,1334,train
fixme cex par,DEFECT,1335,train
debug message warning,DEFECT,1336,train
handle null database returned na since using add database name otherwise empty string use pattern fixme would better go future,REQUIREMENTS,1337,train
fixme future allow empty strings error future even query column,REQUIREMENTS,1338,train
fixme check integer,CODE,1339,train
fixme parameter unclear value optimize large number expected evaluate where missing analysis etc work correctly inside function body,REQUIREMENTS,1340,train
fixme temporary workaround view definition fixme current left join seems result inefficient query,ARCHITECTURE,1341,train
fixme check integer,CODE,1342,train
fixme workaround failing row argument,CODE,1344,train
add attribute used plot etc fixme multiple variants matched hence query run,CODE,1345,train
hard coded itt,CODE,1348,train
fixme using contrasts variable name base function,CODE,1349,train
fixme add direct,BUILD,1350,train
ugly hence man page also cmd check global variable,BUILD,1351,train
note group always defined should always called itt though fixme generalize subjects,DESIGN,1353,train
make local variables,DESIGN,1354,train
fixme would nice use detect whether contrasts use groups in theory fix,DEFECT,1355,train
fixme would error checking require options,ARCHITECTURE,1356,train
fixme slow,ARCHITECTURE,1357,train
fixme written note merge merge since want data subjects,REQUIREMENTS,1358,train
fixme user variables needed case used group etc,BUILD,1359,train
report groups actually included note assuming user nice define transform still works fixme maybe allow fixme instead list sort count otherwise,ALGORITHM,1360,train
fixme next line throws error na itt,DEFECT,1361,train
fixme would nice compute contrasts needs done within levels model,REQUIREMENTS,1362,train
better join whole lot delete columns later,ALGORITHM,1363,train
using names part column labels does nt work,DEFECT,1364,train
needed since calls par within,CODE,1365,train
match error fixme error,REQUIREMENTS,1366,train
force settings true case user options try override,USABILITY,1367,train
fixme throw error fails,CODE,1369,train
hard coded itt,CODE,1370,train
may broken apparently global cex setting,DEFECT,1371,train
currently allows vector matrix draw multiple legend line may break used unexpected ways fixme separate control line colour point colour fill,DEFECT,1372,train
fixme check col bg,DEFECT,1373,train
broken,DEFECT,1374,train
variants include parameters plot output control high fixme,ALGORITHM,1375,train
fixme may work truncation,DEFECT,1376,train
fixme still quite right,DEFECT,1377,train
overwrite previous value tmp fixme temporary workaround would previously instead setting tmp,CODE,1381,train
overwrite previous value tmp fixme temporary workaround,CODE,1382,train
fixme make work db several blocks slightly differently depending class,ARCHITECTURE,1383,train
fixme grepl content tables expired help user,USABILITY,1384,train
return without checking hack fixme make actual check,PEOPLE,1385,train
could add checks existence tables present could add options attempt fix common problems eg select limit fails try metadata,CODE,1386,train
character vector almost possible inputs,CODE,1388,train
never happen,ALGORITHM,1390,train
hack could made object,DESIGN,1391,train
must better way,TEST,1392,train
must better way,TEST,1393,train
note can count data loaded will improve test supports tests data,TEST,1394,train
todo add user defined functions results,REQUIREMENTS,1395,train
the able run properly merge task fails stopping user processing merge task failed,DEFECT,1396,train
fails httr see https consider option progress bar,BUILD,1397,train
no idea,CODE,1398,train
hack prevent range,CODE,1401,train
todo need group variant way determine,REQUIREMENTS,1402,train
todo should warning user will todo how content,USABILITY,1403,train
todo work,DEFECT,1404,train
todo pretty,CODE,1405,train
todo add,CODE,1407,train
todo need check content least url title,ARCHITECTURE,1408,train
todo evaluate whether character,ALGORITHM,1409,train
make sense automatically get latest force user,TEST,1410,train
todo think handle exist,CODE,1411,train
case get back,CODE,1412,train
todo need test real error,TEST,1413,train
todo,CODE,1414,train
todo need validate content,CODE,1415,train
todo validate content,CODE,1416,train
todo validate needs,CODE,1417,train
todo check,CODE,1418,train
todo check url provided appropriate,CODE,1419,train
todo add arguments build filter function users know arguments pass,CODE,1421,train
todo next stop figure filtering draw execution work make happen filter mutate need make actually work filters based started ended etc nrow fast know many total records show example,REQUIREMENTS,1422,train
todo figure number rows,CODE,1424,train
todo make sure right timestamp format,CODE,1425,train
todo need validate schedule needs id,CODE,1429,train
todo create description schedule,USABILITY,1430,train
todo translate something,USABILITY,1431,train
todo nice way print relative times,USABILITY,1432,train
todo hard use directly returns tag maybe create tag class,USABILITY,1433,train
todo try without,CODE,1434,train
todo find way build tag tree list tags,CODE,1435,train
todo,CODE,1436,train
todo,CODE,1437,train
todo way system debug output better error handling etc,CODE,1438,train
todo better way get self,CODE,1440,train
todo query and body,CODE,1441,train
todo allow updating variant,CODE,1442,train
todo directly today function rev self rev rev,USABILITY,1443,train
todo,CODE,1444,train
todo smarter noninteractive wait,ARCHITECTURE,1445,train
todo hard test rmarkdown creating variant possible,TEST,1448,train
todo would great able tail instance ie actually reference job,REQUIREMENTS,1449,train
todo should warning,USABILITY,1450,train
test,TEST,1452,train
todo response get,DEFECT,1453,train
todo this testing requires server todo use implementation somehow,TEST,1455,train
todo smarter noninteractive wait,ARCHITECTURE,1456,train
todo use newer way delete tags,CODE,1457,train
todo use newer way delete tags,CODE,1458,train
do ugly hack,CODE,1459,train
sapply isnull working currently,DEFECT,1461,train
bit nasty hack we fact environments special objects ie passed function,DESIGN,1462,train
note bit variable vector term names weights it actual name weight function this old code,CODE,1463,train
this general efficient the matrix rbind cbind if name,ARCHITECTURE,1464,train
ad hoc may symmetric due precision,DEFECT,1465,train
bit redundant codes later,CODE,1466,train
ad hoc may symmetric due precision,DEFECT,1467,train
if isna convert na na handled automatically since na definition variable allowed convert select variances fixme na covariances,ALGORITHM,1468,train
fixme it better modify includes regression coefficients,CODE,1469,train
fixme need handle dimensions better,REQUIREMENTS,1470,train
complete data fixme remove used meta,CODE,1471,train
complete data fixme remove used meta,CODE,1472,train
fixme allow missing,REQUIREMENTS,1473,train
if isna convert na na handled automatically since na definition variable allowed convert select variances fixme na covariances,CODE,1474,train
assuming models,REQUIREMENTS,1476,train
it tested yet but work,TEST,1477,train
fixme diff fixedeffects done,DEFECT,1480,train
fixme,DEFECT,1481,train
fixme,DEFECT,1482,train
fixme,DEFECT,1483,train
problem read row,DEFECT,1484,train
adhoc observed statistics removing fixedeffects,CODE,1485,train
fixme test,TEST,1486,train
adhoc add observed statistics objectives adhoc observed statistics removing fixedeffects objectives,CODE,1487,train
fixme need check robust user dirty fix check whether transformation remove spaces,ARCHITECTURE,1488,train
fixme better use free parameters mplus aic this consistent however seems df npar used,CODE,1489,train
fixme definitions aic,DOCUMENTATION,1490,train
modelname may diff models fixme may break modelname variable modelname object call match modelname names object call specified default meta meta analysis ml isnull modelname modelname meta analysis ml else modelname paste modelname sep name sapply unlist dimnames function modelname,CODE,1491,train
index missing variables check,ALGORITHM,1492,train
known bug fall loop zero,DEFECT,1493,train
needs depend,CODE,1495,train
needs depend,CODE,1496,train
pass along,DEFECT,1497,train
env var nb see also todo created steven pav steven pav comments steven pav,DESIGN,1498,train
env var nb see also todo created steven pav steven pav comments steven pav,DESIGN,1499,train
todo figure error check,CODE,1501,train
todo flag based using sleep loop,CODE,1502,train
todo clear output modules needed anymore,CODE,1503,train
todo temp way check ending modules complete,CODE,1504,train
todo unit tests,TEST,1506,train
todo rm causing issues isnull private futurepromise rm private futurepromise,ARCHITECTURE,1507,train
todo add check made sure type,CODE,1508,train
todo temp set multisession packages uses use multisession required set new future plan,CODE,1509,train
todo figure better way run unused graph does work outside argument ignore,CODE,1510,train
todo unit tests,TEST,1511,train
work,TEST,1512,train
nocov nocov,TEST,1513,train
nocov start note the function coverage reports since must used,TEST,1514,train
nocov end,TEST,1515,train
nocov end,TEST,1517,train
nocov start,TEST,1520,train
nocov start,TEST,1522,train
nocov end,TEST,1523,train
nocov start,TEST,1524,train
nocov end,TEST,1525,train
nocov start,TEST,1526,train
nocov end,TEST,1528,train
nocov start,TEST,1529,train
nocov end,TEST,1530,train
nocov start,TEST,1531,train
nocov start,TEST,1532,train
nocov end,TEST,1533,train
nocov start,TEST,1534,train
nocov end,TEST,1535,train
nocov end,TEST,1536,train
nocov start,TEST,1537,train
nocov end,TEST,1538,train
nocov start,TEST,1539,train
workaround allow getting units create sf object,DESIGN,1540,train
nocov end,TEST,1541,train
nocov start,TEST,1542,train
nocov end,TEST,1543,train
nocov start,TEST,1544,train
workaround custom index since already json available current variables,CODE,1545,train
nocov end,TEST,1546,train
nocov start,TEST,1547,train
nocov end,TEST,1548,train
nocov start first ever execution,TEST,1549,train
nocov end first ever execution,TEST,1550,train
nocov start nolint,TEST,1551,train
nocov start,TEST,1553,train
nocov end,TEST,1555,train
nocov start,TEST,1556,train
nocov end,TEST,1557,train
nocov end,TEST,1561,train
nocov,TEST,1562,train
nocov,TEST,1563,train
nocov start,TEST,1564,train
nocov end,TEST,1565,train
nocov start,TEST,1566,train
nocov start,TEST,1567,train
nocov end,TEST,1568,train
workaround avoid note package check,BUILD,1569,train
nocov nolint,TEST,1570,train
nocov,TEST,1571,train
nocov nolint,TEST,1573,train
nocov start note the function coverage reports since must used the goes function event,TEST,1574,train
workaround avoid note,BUILD,1576,train
nocov start coverage test since requires interactive execution,TEST,1578,train
nocov end,TEST,1579,train
workaround avoid error indexes andor quality bands selected product,ALGORITHM,1582,train
nocov start,TEST,1583,train
workaround avoid bug creation vrt files data type create files original use build vrt instead directly vrt,ALGORITHM,1584,train
apply error original file step still vrt todo check input file coordinates type correctly generated,REQUIREMENTS,1585,train
ugly workaround avoid crash windows understand using fails case save temporary,DEFECT,1586,train
workaround gdal,CODE,1587,train
nocov start,TEST,1588,train
nocov start,TEST,1589,train
nocov end,TEST,1590,train
legacy ugly workaround avoid problems save temporary files use conversion this allows using sf pts quiet true true,CODE,1591,train
select automatically appropriate task due data target,REQUIREMENTS,1593,train
select automatically appropriate task due data target,REQUIREMENTS,1594,train
currsign asmatrix results selectedvars case signature slot returned due lack memory see internalses final part,ARCHITECTURE,1596,train
currsign asmatrix results selectedvars case signature slot returned due lack memory see internalmmpc final part,ARCHITECTURE,1598,train
select automatically appropriate task due data target,REQUIREMENTS,1599,train
select automatically appropriate task due data target,REQUIREMENTS,1600,train
currsign asmatrix results selectedvars case signature slot returned due lack memory see internalmmpc final part,ARCHITECTURE,1602,train
currsign asmatrix results selectedvars case signature slot returned due lack memory see internalses final part,ARCHITECTURE,1603,train
currsign asmatrix results selectedvars case signature slot returned due lack memory see internalmmpc final part,ARCHITECTURE,1607,train
error case pretty sure error case cs highly correlated inversion matrix possible,TEST,1611,train
error case pretty sure error case cs highly correlated inversion matrix possible,TEST,1612,train
error case pretty sure error case cs highly correlated inversion matrix possible,TEST,1613,train
error case pretty sure error case cs highly correlated inversion matrix possible,TEST,1614,train
error case pretty sure error case cs highly correlated inversion matrix possible,TEST,1616,train
change remaining variables considered,CODE,1617,train
change remaining variables considered,CODE,1618,train
create df numeric mean column character sd column turn trim todo maybe add decimal adjustment later no need round stacking means leave mean data frame row name,ALGORITHM,1619,train
use one quantile not elegant sapply though sapply svyquantile failed run,CODE,1620,train
put back column names overkill nonmultivariable cases,CODE,1621,train
put back column names overkill nonmultivariable cases,CODE,1622,train
take value outside not function,DESIGN,1624,train
put back column names overkill nonmultivariable cases,CODE,1625,train
create strata data frame data frame strata variables fixme this changes type strata good practice,DEFECT,1626,train
dummy dumb object avoid cran check visible binding global variable,BUILD,1627,train
dummy dumb object avoid cran check visible binding global variable,BUILD,1629,train
do test version avoid warnings https,TEST,1631,train
pvalue for reason need specify summary explicitly,CODE,1632,train
fixme output zeros,CODE,1633,train
default labels parameters todo option,DOCUMENTATION,1634,train
remove null variables no random effect todo treat case random effect,REQUIREMENTS,1635,train
fixme make,REQUIREMENTS,1636,train
maybe memory future list hash table etc data frame list columns fixme allow dynamic change memory length store state,REQUIREMENTS,1639,train
fixme logging fixme control fixme print average return last fixme maybe return time make message done function argument,USABILITY,1641,train
fixme break,DEFECT,1642,train
fixme get number states actions automatically environment fixme custom eg,CODE,1644,train
fixme make ok states must unique,CODE,1645,train
problematic matrix many columns reduce,DEFECT,1646,train
todo determine constructor documentation coregx make sense three packages depend for instead todo determine way code making documentation then could use variable fill class package,DESIGN,1647,train
todo make sure fix check matching row names cell line matrices,DEFECT,1648,train
todo figure properly params coregx,DESIGN,1649,train
todo checks nt like assigning global can return removed,CODE,1650,train
todo add updating sensitivity number tables,CODE,1651,train
todo add updating sensitivity number tables,CODE,1652,train
calculate residual fit fixme why different coregx,DESIGN,1653,train
fixme why different coregx,DESIGN,1654,train
todo add function documentation,DOCUMENTATION,1655,train
todo update use method coregx,DESIGN,1656,train
todo how pass,CODE,1657,train
fixme surely import generic somewhere,BUILD,1658,train
todo fix,DEFECT,1659,train
todo coregx,ARCHITECTURE,1660,train
fixed todo subset function breaks doesnt find cell line sensitivity info,DEFECT,1661,train
todo is supposed,CODE,1662,train
todo implement subsetting level todo refactor function helpers,DESIGN,1663,train
todo generalize multiple assay,DESIGN,1665,train
needed deal duplicated rownames,CODE,1666,train
todo do want pass environment better memory efficiency,ARCHITECTURE,1667,train
todo determine done se constructor extract names expression set,CODE,1668,train
todo rewrite apply statement have compare like due nas data checking,CODE,1669,train
complain todo add warning string expectwarning call,USABILITY,1670,train
complain todo add warning string expectwarning call,USABILITY,1671,train
todo print console test file,TEST,1673,train
complain complain complain todo add warning string expectwarning call complain complain complain complain complain complain complain complain,USABILITY,1674,train
fixme no method class missing expecterror argument missing,DOCUMENTATION,1675,train
fixme no s4 method class missing testthat sensitivity profiles fails gracefully expecterror argument missing,TEST,1676,train
exclude not always number values exclude possible lower limits corresponding upper limits combination giving,CODE,1677,train
temporary fix,CODE,1678,train
fixme warn users assumes order latent,DEFECT,1679,train
fix,DEFECT,1681,train
fix,DEFECT,1682,train
fix,DEFECT,1683,train
fix,DEFECT,1684,train
todo check gradient,CODE,1687,train
is really used anymore print acc,CODE,1688,train
todo,CODE,1689,train
argh really want use anyway,CODE,1690,train
argh really want use anyway,CODE,1692,train
argh really want use anyway,CODE,1693,train
argh really want use anyway,CODE,1695,train
todo remove list col list col todo remove list col,CODE,1696,train
trick initial best ask,CODE,1697,train
trick initial best,CODE,1698,train
https,CODE,1699,train
ggplot ignores timezone even though explicitly set work around,CODE,1700,train
ggplot2 hack see,CODE,1701,train
ggplot2 hack hack stop cmd check ggplot aes function global vars option ggplot call within data block use see http,BUILD,1702,train
nocov,TEST,1704,train
nocov start,TEST,1705,train
nocov start,TEST,1707,train
nocov internal class sparse full,TEST,1710,train
nocov start,TEST,1712,train
nocov start,TEST,1714,train
nocov,TEST,1716,train
nocov start,TEST,1717,train
nocov end calculate matrices bounds error check,TEST,1718,train
nocov start,TEST,1719,train
nocov,TEST,1720,train
nocov,TEST,1721,train
coerce list necessary nocov start,TEST,1722,train
nocov,TEST,1724,train
nocov,TEST,1725,train
nocov,TEST,1727,train
nocov start,TEST,1728,train
nocov end,TEST,1729,train
done manually avoid multiple calculations nocov start,TEST,1730,train
nocov end,TEST,1731,train
nocov,TEST,1732,train
nocov start,TEST,1734,train
nocov end,TEST,1735,train
nocov end,TEST,1737,train
nocov,TEST,1738,train
nocov avoid warning undefined globals,TEST,1740,train
nocov,TEST,1741,train
nocov,TEST,1742,train
nocov,TEST,1743,train
nocov,TEST,1747,train
nocov,TEST,1748,train
nocov start,TEST,1749,train
nocov end,TEST,1750,train
nocov,TEST,1751,train
nocov,TEST,1752,train
nocov,TEST,1753,train
nocov end,TEST,1754,train
nocov,TEST,1755,train
nocov empty cluster,TEST,1756,train
nocov check data,TEST,1757,train
valid indices left nocov,TEST,1759,train
valid indices left nocov calculate global needed,TEST,1760,train
nocov,TEST,1761,train
nocov,TEST,1762,train
nocov start nocov end,TEST,1763,train
nocov,TEST,1764,train
nocov,TEST,1765,train
nocov,TEST,1766,train
nocov,TEST,1767,train
nocov,TEST,1768,train
nocov,TEST,1769,train
parallel times wo nt detect otherwise,CODE,1770,train
avoid stupid parallel warnings,BUILD,1771,train
ca nt require since package new ca nt new even dependencies,CODE,1773,train
assign,ARCHITECTURE,1774,train
xxx todo,CODE,1775,train
fixme handle versions type missing versions one method currently handled two bad design,DESIGN,1776,train
select row get character,DEFECT,1777,train
xxx hack elsewhere,DESIGN,1778,train
call,DESIGN,1779,train
xxx hack every time figure better way today,ARCHITECTURE,1780,train
locales hard,CODE,1781,train
name passed usually needed needed trying find package,CODE,1782,train
hacky,CODE,1783,train
nb give different behavior versions provide nt search path not ideal otherwise fail,DEFECT,1784,train
nt exist ll return next ok nt get created ugly know,CODE,1785,train
lookup hack give us na value right type column,CODE,1786,train
distance covariance correlation statistics alternate method implemented without call method usually slower version,ARCHITECTURE,1788,train
there seems bug function threshold correctly,DEFECT,1789,train
these may dangerous work column names,CODE,1790,train
in case moved twice ended,REQUIREMENTS,1791,train
important have sort data frame case have sort timestamp not dat dat order dat timestamp,CODE,1792,train
dummy trick cmd check http,BUILD,1793,train
average and mutate throws error,DEFECT,1795,train
trick avoiding cmd check notes,BUILD,1796,train
one random effect,REQUIREMENTS,1797,train
uses function cmd,BUILD,1798,train
cmd check fails test setting environment variable see https,BUILD,1800,train
todo locales expectequal locale locale,TEST,1802,train
release devtools nocov start,TEST,1803,train
nocov end,TEST,1804,train
todo result need if path two grouping vars it path one grouping var,CODE,1805,train
deprecate arg consistency across functions,CODE,1807,train
fixme make sure levels zero counts still,DEFECT,1808,train
hardcoded function transform prob via function covariate,CODE,1810,train
assume equal two conditions combine counts two conditions estimate should keep sites nt show much differences ll ignore part,REQUIREMENTS,1811,train
it seems need use remove to done later,ALGORITHM,1812,train
new tabix file named tmpstring works additional suffix passed tmpstring skipped,DEFECT,1814,train
new tabix file named tmpstring works additional suffix passed tmpstring skipped,DEFECT,1815,train
nt work max chr,DEFECT,1817,train
nt work,DEFECT,1818,train
assign nt work change return list pred elements parse two,DEFECT,1819,train
this give error cov singular least two columns todo this also error failed fix,DEFECT,1820,train
must matrix use modelmatrix asmatrix todo support sparse matrices,CODE,1821,train
todo support sparse matrices,REQUIREMENTS,1822,train
class work binomial create additional algorithms different values example function,REQUIREMENTS,1823,train
todo test,TEST,1824,train
nt work,DEFECT,1825,train
todo test prediction,TEST,1827,train
todo test different argument customizations,TEST,1828,train
todo test different argument customizations,TEST,1832,train
todo test hyperparameter optimization,TEST,1833,train
need cleanup future tests nt fail use object,TEST,1837,train
todo fix bad algorithms not clear,DEFECT,1838,train
todo test hyperparameter optimization,TEST,1839,train
todo test different argument customizations,TEST,1840,train
todo test hyperparameter optimization,TEST,1841,train
todo test hyperparameter optimization,TEST,1843,train
todo test different argument customizations,TEST,1844,train
todo test hyperparameter optimization,TEST,1845,train
test todo add test,TEST,1846,train
unfortunately lapply work class length andor,CODE,1848,train
this bad practice oh,CODE,1849,train
todo check fails,CODE,1850,train
todo check fails,CODE,1851,train
todo failing,DEFECT,1852,train
take long run,ARCHITECTURE,1853,train
cheat,CODE,1855,train
added later fast evaluation available correction,ARCHITECTURE,1856,train
older code upper estimate number pairs work around bug,CODE,1857,train
allow slightly space work around bug,DEFECT,1858,train
yet working,DEFECT,1859,train
this code slow,ARCHITECTURE,1860,train
hacked stats,CODE,1861,train
the column values deleted retain delete later,DEFECT,1862,train
hack get around problem subset argument,CODE,1863,train
hack since modelmatrix nt handle,CODE,1865,train
this code slow,ARCHITECTURE,1866,train
weird,CODE,1867,train
weird,CODE,1868,train
uncorrected for purposes,DEFECT,1869,train
dirty way arguments model later probably done using call eval envir etc,CODE,1870,train
wrong code average local statistics,PEOPLE,1872,train
old code case,CODE,1873,train
do not restrict this is now done in filter must belong subset ok ok,DESIGN,1874,train
point patterns used,CODE,1875,train
use old code,CODE,1876,train
uncorrected estimate,DEFECT,1877,train
coercion useful debugging,CODE,1878,train
this does nt work sure rescale length,DEFECT,1880,train
bug workaround,CODE,1881,train
method effects,ARCHITECTURE,1882,train
undocumented hack,DOCUMENTATION,1883,train
hack gam allow range values actually used fit check,CODE,1884,train
problem constant covariate singular fit hack,DEFECT,1886,train
this work ppm since uses conditional but,ARCHITECTURE,1887,train
uncorrected for purposes weights,DEFECT,1888,train
uncorrected estimate,DEFECT,1889,train
this dangerous hack,ARCHITECTURE,1890,train
check whether data new variables available nt work things like pi,DEFECT,1891,train
calculations hack,CODE,1892,train
do need go,CODE,1893,train
apply weights rows model matrix temporary hack,CODE,1894,train
dirty way model new dummy pattern probably done using call eval envir etc changed use new,CODE,1895,train
dirty way model new dummy pattern probably done using call eval envir etc,CODE,1896,train
limited use,CODE,1897,train
check fast slow code options tested elsewhere date,TEST,1898,train
slow code full set sqrt transformation,ARCHITECTURE,1899,train
fails,DEFECT,1901,train
the following nt work yet ppm cells,DEFECT,1903,train
test hidden options ppm date,TEST,1904,train
deprecated use second argument deprecated deprecated deprecated crash,CODE,1905,train
nocov start release devtools,TEST,1906,train
nocov end,TEST,1907,train
fixme remove arg removed,CODE,1908,train
nocov start,TEST,1909,train
nocov end,TEST,1910,train
to be deprecated,CODE,1913,train
todo,CODE,1915,train
work,CODE,1916,train
restore sorting order sorting requested todo what need sort etc,REQUIREMENTS,1917,train
merge work future use rbindlist rbindlist list work,CODE,1918,train
merge work future use rbindlist rbindlist list work,CODE,1919,train
merge work future use rbindlist rbindlist list work,CODE,1920,train
run need check,CODE,1921,train
check test feature less runs missing case zero runs let check remove,TEST,1922,train
create condition columns todo fill correct values,REQUIREMENTS,1924,train
todo case variance weighted,REQUIREMENTS,1925,train
since easy perform say iterations words code numerical variables prevent stupid funny settings ok still possible crash script give,DEFECT,1926,train
stupid obsolete variable needed somewhere,CODE,1927,train
removing variables features,ARCHITECTURE,1929,train
sanity check case,CODE,1930,train
getting rid links similar stuff deleted hopefully,CODE,1931,train
case theoretically still might one point,CODE,1932,train
case theoretically still might one point,CODE,1933,train
line two given points case vertical lines,CODE,1934,train
line two given points case vertical lines,CODE,1935,train
elegant way switching strings logical values,CODE,1936,train
this is ugly workaround to prevent some positives adding class set,CODE,1937,train
weird way checking loaded variable,CODE,1938,train
might found sets time happen sometimes getting rid,DEFECT,1940,train
starting empty function case,CODE,1941,train
dirty trick get values nothing else,CODE,1942,train
number,ALGORITHM,1943,train
dirty trick get values nothing else,CODE,1944,train
error variable names contain three dots case,DEFECT,1945,train
trick turned prevent function crash,ARCHITECTURE,1946,train
loading sample looking nt stupid names variables eg,CODE,1948,train
classes rather rownames,DESIGN,1949,train
todo something text slice longer whole text,CODE,1950,train
this us choosing nonexisting distance measure case default distance classic delta be correct default value assigned well,CODE,1952,train
getting rid links similar stuff deleted hopefully,USABILITY,1953,train
class matching seems bit weird,DEFECT,1955,train
stupid obsolete variable needed somewhere,CODE,1957,train
trick start naming nodes,CODE,1958,train
something wrong variable features needs corrected,DEFECT,1960,train
case convert characters,CODE,1961,train
allows seems undocumented,DOCUMENTATION,1963,train
bad data json files require constraint,CODE,1964,train
fixme code written could different order,CODE,1965,train
handle multiple fixme limited single plan present,REQUIREMENTS,1966,train
version docs page fixme present data types,CODE,1967,train
unused error readbin buf integer size4 endian little fixme unused,DESIGN,1968,train
fixme read fields following list,REQUIREMENTS,1969,train
fixme read fields following list,REQUIREMENTS,1971,train
fixme read fields following list,REQUIREMENTS,1972,train
fixme read fields following list,REQUIREMENTS,1973,train
fixme read fields following list,REQUIREMENTS,1976,train
fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,1977,train
fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,1978,train
fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,1979,train
fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,1980,train
fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,1981,train
fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,1982,train
fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,1983,train
fixme perhaps save altimeterquality next bytes fixme perhaps save altimeterstatus next bytes,CODE,1984,train
data fixme put individual items,ALGORITHM,1985,train
may use add extend window,CODE,1987,train
year fixme check month day hour min sec,DEFECT,1989,train
check,CODE,1994,train
amplitude correlation fixme use value user fixme work given docs see system,DEFECT,1995,train
fixme correlation quality,ALGORITHM,1996,train
sometimes extra sample time na because times continuous without extra sample ll remove sample,DEFECT,1997,train
fixme may things eg try measure salinity,REQUIREMENTS,1998,train
fixme,CODE,1999,train
fixme check,CODE,2000,train
fixme may change new,ARCHITECTURE,2001,train
fixme check allowed fixme check allowed,CODE,2003,train
developer alter line suit new data class,DESIGN,2004,train
ad2cp burst data records one list average records another one permit eg burst numeric burst numeric fixme document leave data,DOCUMENTATION,2005,train
fixme use eg times,CODE,2006,train
fixme eg parentframe what right,CODE,2007,train
fixme check see handling slow data properly,ARCHITECTURE,2008,train
fixme broken ad2cp,DEFECT,2009,train
fixme handle ad2cp fixme handle ad2cp,REQUIREMENTS,2011,train
fixme handle ad2cp fixme handle ad2cp fixme handle ad2cp,REQUIREMENTS,2012,train
developer note update first test new which handled,TEST,2014,train
fixme want,REQUIREMENTS,2015,train
fixme want,REQUIREMENTS,2016,train
fixme made matrix,CODE,2017,train
fixme check name,CODE,2020,train
fixme think deleted blank plot get axis length,USABILITY,2021,train
fixme assume equal,ALGORITHM,2022,train
fixme arg,CODE,2023,train
remove case got added,CODE,2024,train
treat ad2cp differently eg ahrs may need extracting etc cases also orientation names different type code makes things easier fixme consider sontek cases,DESIGN,2025,train
fixme,CODE,2026,train
fixme deal ad2cp can use similar cases fixme loop like also,REQUIREMENTS,2027,train
developer note might faster use calculations since memory pressure bit smaller need rep ahrs values across cells however tried test results method much faster also easier others modify think use speed test file method user system message method cell nc res data item cell cell ahrs method user system message method,ARCHITECTURE,2028,train
fixme ensure exist,CODE,2029,train
fixme check missing weird,CODE,2030,train
