text,label,document_index
us several functions failed data name function name function name found first used instead data this seems related problem examples still condition strata function names however following examples failed work,DEFECT,1170
example fails work also issue,TEST,1171
capscale distances distances component give back data,CODE,1173
todo add test,TEST,1174
todo add test,TEST,1175
nocov start,TEST,1178
not elegant fix weights provided,CODE,1180
dirty hack avoid base,DESIGN,1181
nocov start nolint start,TEST,1182
nolint end nocov end,TEST,1183
todo define plot functions,REQUIREMENTS,1184
cat debugging todo optimize using function needs new function,CODE,1185
calculate corrected assignment index dat genotype data frame sex vector sex labels number permutations test test mean aic time todo options one tail tests include test variance call,TEST,1186
,TEST,1187
this needed avoid notes visible binding cmd check,BUILD,1188
this dummy real detection,CODE,1189
turn avoid issue https,VERSIONING,1191
never run,CODE,1192
set time stop seems give wrong files sometimes,CODE,1193
remove files files,CODE,1194
old code rbind slower,ARCHITECTURE,1195
fix visible binding note check utils colnames doesnt work unfortunately seems way keep check quiet variables,DEFECT,1196
fix visible binding note check utils colnames doesnt work unfortunately seems way keep check quiet variables,DEFECT,1197
check error messages response body todo api still include warnings well,BUILD,1198
todo improve performance see https,ARCHITECTURE,1199
todo improve performance see https,ARCHITECTURE,1200
todo per,CODE,1201
genotype calls current assumption need info content might json fixme,DEFECT,1202
add genotype field fixme may reflect actual content field,REQUIREMENTS,1203
prediction sometimes fails,TEST,1204
bug found type return,DEFECT,1206
generally occur so assigned error fixed na much appropriate replace values range weight based test marginal value also often occur this step really dangerous checked,ALGORITHM,1207
weird global env environment environment,BUILD,1208
todo remove bad one generally,CODE,1209
fix error,CODE,1210
exported need add variable,DESIGN,1211
criteria tricky how determine,ALGORITHM,1212
yet defined set list,CODE,1213
bad result what yet defined set list failed run trace,CODE,1214
browser need fix data error,DEFECT,1216
multiple growing update commented solve problem growing season long eg dt dt dt,REQUIREMENTS,1217
test not perfect regions multiple growing season no one method length max first min last,TEST,1219
model general dt set dt hardcoded initial values dt,CODE,1220
nocov,TEST,1221
nocov,TEST,1222
nocov,TEST,1223
nocov,TEST,1224
nocov,TEST,1225
nocov,TEST,1227
nocov nocov,TEST,1228
nocov,TEST,1229
nocov,TEST,1230
nocov,TEST,1231
nocov,TEST,1232
nocov,TEST,1233
nocov,TEST,1234
the default smoothing kernel function weird this function creates better one,CODE,1235
trick turn types input format eg becomes,CODE,1236
makes copy model efficient way,ARCHITECTURE,1237
is bad idea we need terms function may used like env global env one used,CODE,1238
todo deprecate,CODE,1240
nocov end,TEST,1241
nocov start last updated rlang,TEST,1242
nocov end,TEST,1243
nocov start tested already,TEST,1244
nocov end,TEST,1245
only creating new packages must explicitly set pkg path,DOCUMENTATION,1246
fixme add possibly use https,TEST,1248
weird bug dt nonzero row dt returns rows,DEFECT,1249
todo right priors first sample used determine scale,CODE,1250
todo determine flowclust works specified different length number components given prior if add github issue fix,DEFECT,1252
hack bug flowclust todo add issue github flowclust allow prior null,DEFECT,1253
fixme currently still returning first peak want pass density instead min signal values,DEFECT,1254
todo minimum found via test,TEST,1255
todo come general design two,DESIGN,1256
fixme somehow edge attributes correctly assigned edge,CODE,1258
line type somehow nt work,DEFECT,1259
peak multiple peaks select median,ALGORITHM,1261
this absolute last make sure block never returns na due lack points in case return simple min,CODE,1262
todo data,CODE,1264
quite time thus internal testing,TEST,1265
todo associated,CODE,1266
skip since format changes due nt want change csv since used,CODE,1268
todo somehow test api extraction without supplying api key,TEST,1269
safe,CODE,1270
safe,CODE,1271
set empty array copy data structure make na,CODE,1272
make unique also case,CODE,1273
dumb otherwise unused argument,CODE,1274
todo set printing method show factor scores indices,REQUIREMENTS,1275
not currently used may worth,CODE,1276
not sure type output get,CODE,1277
try loading file stop nt work,DEFECT,1278
here decent solution tcltk issues global variables here create new environment parent namespace we make sure functions use this means functions use values this need calls still since assigning values functions local nt automatically add value so assigning probably still makes sense we could use assign foo bar envir parentframe probably clear probably still little safe use throw error something missing try use something name search path,ARCHITECTURE,1279
should find better hack,CODE,1280
maybe can remove loop,CODE,1281
note fix this currently ignores assumes,CODE,1282
todo handle case ca nt open browser,CODE,1285
todo handle case ca nt open browser,CODE,1287
nocov start,TEST,1288
nocov end,TEST,1289
never use inside self class,CODE,1292
par original state,CODE,1294
todo debug,DEFECT,1295
todo longer use,CODE,1296
check added,CODE,1297
much thresholds allow anything todo this parameter used maybe used todo this parameter used maybe used,CODE,1299
make sure length todo occur needs upstream,ARCHITECTURE,1300
make sure length todo occur needs upstream,ARCHITECTURE,1301
todo check columns input,CODE,1304
todo check columns input,CODE,1305
parameter works best types thus hardcoded,CODE,1307
todo this must names,CODE,1308
needed kept legacy purposes,CODE,1309
fixme could try,CODE,1310
fixme,CODE,1311
to do allow loglikelihood negative loglikelihood base delta should include well,REQUIREMENTS,1312
hack method,CODE,1313
,CODE,1314
use method may need could nt invert first place take matrix perhaps could hessian invert,ALGORITHM,1315
work around bug,DEFECT,1316
fixme warn low,CODE,1318
fixme problem bounds formulae,DEFECT,1319
going use returning residuals rather mle eg,CODE,1320
need check variable order go start,DEFECT,1321
bug in here somewhere fixme to order start model matrices,DEFECT,1323
fix parameters already correctly specified,CODE,1324
better way need look parameters etc,CODE,1325
isnull data islist data stop data argument must specified using formula interface data false point regardless whether specified fixme make eval less fragile number current frame actually works ok fails,ARCHITECTURE,1326
browser hack store information otherwise could different numbers arguments different,CODE,1327
nt work yet need eval right env cat unlist,DEFECT,1328
need logic correctly need pass parameters vector,REQUIREMENTS,1329
want given vector start set,CODE,1331
order start fixme use names present,DEFECT,1332
list structure named make sure reorder useless comes,ALGORITHM,1333
end gradient function fixme try assignment appropriate environments rather set env environment previously set,DEFECT,1334
nt ask get us dependency require,DESIGN,1335
fixme profiles best method mle,DEFECT,1336
optimizer may names try restore,CODE,1337
else coef compute info fixme worry,DEFECT,1338
yet replaced list structure vector original list use template,CODE,1339
,CODE,1340
nt vcov work,TEST,1341
object object coef additional argument possible,CODE,1342
causes infinite loop anyway,DESIGN,1343
sure work,DEFECT,1344
hack need way figure many data points data argument replicate constant values full length,ALGORITHM,1345
hack profiles sqrt abs,CODE,1347
cat instead warning fixme use message instead fixme nt warning,DEFECT,1348
still bad,ARCHITECTURE,1349
this logic bit cases high parameter we probably least something cases mle2 call fails parameter gets outside domain we,ARCHITECTURE,1350
added isna test case fixme add unit test,TEST,1351
attempt use,CODE,1354
fixme,DEFECT,1355
to do roll back allow multiple ie two sets parameters given print method allow override allow preserve order parameters plots,ARCHITECTURE,1356
vectorize objective function return log switching things,DEFECT,1357
old slice method probably roll option profile include attribute warning draw differently leave limit lines slice function fitted slice,REQUIREMENTS,1358
this logic bit cases high parameter we probably least something cases mle2 call fails parameter gets outside domain we,ARCHITECTURE,1359
possible set vectors include value maybe,CODE,1360
fixme something elegant slice list,CODE,1361
fixme robust,ARCHITECTURE,1362
fixme use add legend fixme make diagonal text smaller,CODE,1363
fails,TEST,1365
fails,TEST,1366
one function mle2 like functions uses matchcall save original function call future use ll problem show similar problem lm,DEFECT,1368
similar issue how work,DEFECT,1369
one value,REQUIREMENTS,1370
fixme residuals,DEFECT,1371
fixme residuals,DEFECT,1372
fitted fails looks default value fixme nt expand properly need formula,DEFECT,1373
fixme fails although error errors due npar,TEST,1374
work scale hand identical problem,DEFECT,1375
works ok warnings,DEFECT,1376
gets,DEFECT,1377
todo find solution run tests,TEST,1380
fixme check results need save way,DEFECT,1381
make conditional works systems,ARCHITECTURE,1383
look method appropriate item code bit fragile re quite replicate environment work common cases parameter item see next code block,ARCHITECTURE,1384
todo depends,DESIGN,1385
nothing,BUILD,1386
present files need need specify folder make recursive get add object add pattern reads files pattern eg csv,REQUIREMENTS,1387
todo depends,DESIGN,1388
nt work nt yet think fine,DEFECT,1390
occurred items get removed database files nt deleted this section not complete nt work time make work tests could run run dir target expecttrue grepl deleted needed package dir target expectequal files nt changed,DEFECT,1391
hack let know add,CODE,1392
dummy trick cmd check,BUILD,1395
todo b1 theta,CODE,1397
avoid cmd check note,BUILD,1398
useless prevent remove debugging,CODE,1400
do slots really need copied,ALGORITHM,1401
nocov end,TEST,1403
nocov end,TEST,1404
nocov,TEST,1405
nocov,TEST,1407
nocov,TEST,1408
todo should return null,CODE,1409
todo this function uses local options use global options well,CODE,1410
data compatibility comparison todo,REQUIREMENTS,1411
todo add return s3 object plot obj,DESIGN,1412
ever good todo,CODE,1413
complain parameters box constraints todo,CODE,1414
complain parameters box constraints todo,CODE,1415
return results somehow todo,CODE,1416
todo user developer might want directly use initialize method instead constructor function also occur,USABILITY,1417
remove slot todo,CODE,1418
maybe something smarter todo,CODE,1419
now something means to replicate old behavior set the following two lines deleted null null even though might null earlier,CODE,1420
todo figure certain elements end missing data missing zero,DEFECT,1421
try weird version,CODE,1422
remove todo,CODE,1423
todo make sure fixedeffects results look ok summary output multigroup model,REQUIREMENTS,1424
this inefficient way generate data it would better generate first generate row time component nt code way api really set data row time,ARCHITECTURE,1425
todo add outside data reference data,REQUIREMENTS,1426
nocov start,TEST,1427
nocov end,TEST,1428
todo ask really supposed,PEOPLE,1429
todo add expected mean cov,TEST,1431
todo check data raw,CODE,1432
necessary,CODE,1433
annoying,CODE,1434
todo add safety check is fit function does data,ARCHITECTURE,1435
nocov end,TEST,1436
nocov end,TEST,1437
just case user provided,USABILITY,1438
model model todo something needed,ALGORITHM,1441
nb th not to path,CODE,1442
add th note switch nb th not to path,CODE,1443
todo get multigroup model working write automatic model search algorithm forward entry start base model add free parameters longer,REQUIREMENTS,1444
nocov end,TEST,1447
todo warning message,USABILITY,1448
possible todo instead error drop bad reference,USABILITY,1449
not sure else case,CODE,1450
todo error message,USABILITY,1452
what multiple names match,ALGORITHM,1453
bit hack,CODE,1455
due cran default set this seems like bad team choice,BUILD,1456
structure matrix must fixed todo optimization possible cases part structure matrix fixed,CODE,1457
development some models todo models,REQUIREMENTS,1458
might split,ALGORITHM,1459
nt work,DEFECT,1461
although code solve happens free latentvars latentvars free covariance matrix,CODE,1462
todo in cases constraints nt part error covariance matrix applied constraint model constraints always break,REQUIREMENTS,1464
actually right second check happens model todo maybe make second parameter,CODE,1465
important algorithms seem compatible,ARCHITECTURE,1466
development if constraints analytical solution probably wrong might well try todo see breaks models development,REQUIREMENTS,1467
not valid model need able invert,CODE,1468
todo is missing transform matrix,REQUIREMENTS,1469
need correction n1 trying generate sample variance for variances data cov matrix however denominator means n1,DEFECT,1472
for reason character dimnames nt work fix lapply call index dimnames latentvars appropriate numerical indices,DEFECT,1473
analytical solution means fix means values optimizer nt free nt do nt fix original model expected latent means free do nt fix case solved different solution just use average best guess optimize,DEFECT,1474
development this cause problems models left right model solved will need put conditional in cases left right model solved need wrap put data todo move block raw data extract model,DEFECT,1476
correction factor end re trying find sample variance variance the denominator mean n1 must corrected get sample variance tried no factor diff n1 factor diff n1 factor inside n1 factor sqrt n1 factor n1 n1 n2,DEFECT,1477
todo wrap timing functions,ARCHITECTURE,1478
fit todo,REQUIREMENTS,1479
note not checking re never close sure comparison actually meaningful,DEFECT,1480
check parameters parameters order simple iteration work,CODE,1481
todo check,CODE,1482
estimated way way far nt seem worth checking,CODE,1483
determine flags na tolerance do nt check,CODE,1484
for special necessary breaks matrix changes output so instead directly extract labels free values,ALGORITHM,1485
check make sure exists,CODE,1486
todo handle newdata todo handle multigroup models,DEFECT,1487
todo ensure always matrix,DEFECT,1488
nocov end,TEST,1489
nocov end,TEST,1490
possible todo handle case function recursion,CODE,1491
deprecated done,CODE,1493
add ability fit multiple groups if given model data set variables model uses variables adjust function make model used variables todo check done correct todo improve added ability independence model added fix variances binary variables via filtered expected cov,REQUIREMENTS,1495
todo adjust value,CODE,1496
need revisit todo,CODE,1497
refactor todo,CODE,1498
todo expectation nt currently way know many every case for leave independence model undefined with expectation independence model variance fixed effects fitted model sum sapply obj function length sum sapply obj name,ALGORITHM,1500
this probably take account whether bounds requested consider optimizer codes also todo,REQUIREMENTS,1501
todo nt count free parameters,CODE,1502
todo right,CODE,1503
the tricky thing output length every,DEFECT,1504
nocov start,TEST,1505
nocov end,TEST,1506
nocov,TEST,1508
nocov,TEST,1509
nocov,TEST,1510
nocov,TEST,1511
nocov,TEST,1512
nocov nocov,TEST,1513
nocov,TEST,1514
nocov nocov,TEST,1515
nocov,TEST,1517
nocov,TEST,1518
fixme may conflict,DEFECT,1520
compare results hardcoded results,TEST,1523
convert raw counts todo data observed x1 data observed x1 1l,TEST,1524
todo compare standard errors cbind,TEST,1525
fixme scale maximum,DEFECT,1526
fixme implement,REQUIREMENTS,1528
default scales rows nt want options ignored use,DEFECT,1529
fixme image throws warning breaks breaks specified,DEFECT,1530
summary really provide summary summary produces result print,REQUIREMENTS,1531
fixme needs check,DEFECT,1532
summary really provide summary summary produces result print,REQUIREMENTS,1533
fixme need able set bandwidth bar function,DEFECT,1534
fixme add tests,TEST,1535
todo passed column name string able subset anyway,CODE,1536
todo passed column name string able subset,CODE,1537
tolower tolower tolower,CODE,1538
sensible way,CODE,1539
todo make,REQUIREMENTS,1540
todo expected input,DOCUMENTATION,1541
todo make,CODE,1542
nt work variable named text,TEST,1543
nt work numeric vector,TEST,1544
todo this warning recursive need figure,DEFECT,1545
nt think needed anymore,CODE,1546
maybe remove later,CODE,1547
fixme define s3 class based list lists,DESIGN,1549
start empty vector fixme messages,DEFECT,1550
fixme technically name includes title,DEFECT,1551
fixme that often though reflect cran assumption must compatible latest version,TEST,1552
internal method takes object turns fixme id available avoid replicate node,CODE,1554
fixme many things see https implementation,CODE,1555
fails,TEST,1556
todo get rid empty groups would compute,ARCHITECTURE,1557
really due fast block use,DEFECT,1559
todo check hierarchy formula,ALGORITHM,1561
todo check hierarchy here,ALGORITHM,1562
perform kludge safe one avoid rescaling,CODE,1563
do not try to be smart,CODE,1564
old method,CODE,1565
hack remove note cmd check plot visible binding global variable,BUILD,1566
stop date generate new sequences lists dnabin vectors must also class list dnabin matrix dnabin rows find new labels new sequences append general output append general output append general output,CODE,1567
stop date generate new sequences lists dnabin vectors must also class list dnabin matrix dnabin rows find new labels new sequences append general output append general output append general output,CODE,1568
,CODE,1569
todo method checking whether hierarchy,DESIGN,1570
get sum loc for objects constant this kludge,CODE,1571
treat missing argument compatibility tab na zero mean mean,CODE,1573
this code has from it has moved to this is temporary fix,CODE,1574
old stuff not used for now,CODE,1575
todo change output retain xxx ok done vectorize mu needed warning adapt test code missing data function xnames min max,TEST,1576
todo extend levels possibly,DEFECT,1578
todo check hierarchy here,CODE,1579
integer longer needed raw type directly,CODE,1580
quite test case,TEST,1582
this memory bad would another way could get data,ARCHITECTURE,1584
this total hack make rest code data,CODE,1585
fixme need think case use svd input,ALGORITHM,1586
diag shat diag shat,ARCHITECTURE,1587
diag shat diag shat,ARCHITECTURE,1588
older formats ie,CODE,1591
hack samples bug,DEFECT,1593
currently nt work dataframe dropfalse list,DEFECT,1594
no hotfix treated timing m2,REQUIREMENTS,1595
hotfix regions treated timing m2,CODE,1596
needs work,DEFECT,1598
hotfix regions treated,CODE,1599
todo,CODE,1600
bad deal,DEFECT,1602
test special cases handled code put all this inside trycatch call lm,TEST,1603
if using marginal results ie missing use join hence drop rows nt match if using results use left join fixme make query run faster,ARCHITECTURE,1608
fixme explicitly pass priors,DEFECT,1611
fixme explicitly pass priors,DEFECT,1612
max narm true threshold could relative instead absolute max narm true threshold fixme nothing thresholds adapt gracefully,DEFECT,1613
fixme add legend region used hard,REQUIREMENTS,1614
fixme entitytype,DEFECT,1615
fixme entitytype,DEFECT,1616
fixme may want rename etc,DEFECT,1617
note ad results suggests units gives sensible results function variant pvalue across range fixme make small discussion change default priors,DOCUMENTATION,1618
fixme could made much efficient extra columns,ARCHITECTURE,1620
fixme db query limit expensive way generate df rows,DEFECT,1621
internal function calculate probabilities sets data returned fixme currently selection supported,REQUIREMENTS,1622
rescale max variants null including null needed selected signals unless small fixme scaling use calculations,ARCHITECTURE,1623
compute sets signal fixme optimize remove loop repeated ie slightly consider adding dummy rows empty model signal this would make easier,CODE,1624
fixme use capture variants analysis potentially flag user,USABILITY,1626
impact fixme content impact changes,DEFECT,1627
fixme zero signals names attr data,DEFECT,1629
preserve original attributes note list hard coded fixme,CODE,1631
fixme ids change integers use,CODE,1632
fixme filter,CODE,1633
fixme need support alternative logic avoid serial if one genes query position return like,ALGORITHM,1634
fixme filter,CODE,1636
return row indices input fixme would better store original order invert,CODE,1639
hacky works check env update calls inside correct,CODE,1641
hack make generic length residuals gets back sample size objects,CODE,1642
deprecated version line getoption false return message slightly updated version,CODE,1644
convenience function construct where part sql table note behaviour arguments different and filters document better fixme rename fixme,DOCUMENTATION,1645
analysis etc within arguments fixme like case case like case either switch class use lower like lower,CODE,1646
fixme bad hack make better,CODE,1647
fixme make like,CODE,1648
fixme add text filtering requested could applied warning filtering skipped analysis analysis warning filtering skipped analysis analysis,DEFECT,1649
fixme check getoption,CODE,1650
need,CODE,1651
fixme logging message could improved entitytype null empty string,USABILITY,1652
fixme unclear handle analysis fixme throw error entitytype null,ALGORITHM,1653
narmtrue safety db systems return na is not null hard coded threshold makes sense control display,ARCHITECTURE,1654
annoying back conversion pvalue scale fixme code directly support,DEFECT,1655
fixme get analysis metadata needed calculation,CODE,1657
happen,ALGORITHM,1658
todo,REQUIREMENTS,1659
seems dangerous,PEOPLE,1660
hard code number rows metadata debug,CODE,1661
workaround deal calling coded,ARCHITECTURE,1663
fixme would allow option different analysis,DEFECT,1664
fixme throw error na fixme throw error na,CODE,1665
fixme needed fixed return,CODE,1666
calculate weighted average freq weighted using input metadata fixme make robust false input dataset,ARCHITECTURE,1667
fixme add option order res make option since expensive,REQUIREMENTS,1668
fixme since currently write back full set summary stats need way existing tools eg like top plots eg selection region etc,BUILD,1669
something odd na fill vectors matrices right size zero take limit prior inf take limit prior matrix rep na length nrow length,DEFECT,1670
match uridx match uridx uridx uridx drop false is this right,CODE,1671
never happen,CODE,1673
broken,DEFECT,1674
broken,DEFECT,1675
fixme replace,DEFECT,1676
hard coded threshold makes sense control display,CODE,1677
fixme cex par,DEFECT,1678
debug message warning,DEFECT,1679
handle null database returned na since using add database name otherwise empty string use pattern fixme would better go future,REQUIREMENTS,1681
fixme future allow empty strings error future even query column,REQUIREMENTS,1682
fixme check integer,CODE,1683
fixme parameter unclear value optimize large number expected evaluate where missing analysis etc work correctly inside function body,REQUIREMENTS,1684
fixme temporary workaround view definition fixme current left join seems result inefficient query,ARCHITECTURE,1685
fixme check integer,CODE,1686
add columns make easier pass functions help file note added null,REQUIREMENTS,1687
fixme workaround failing row argument,CODE,1688
add attribute used plot etc fixme multiple variants matched hence query run,CODE,1689
todo fix database,DEFECT,1690
hard coded itt,CODE,1691
hard coded itt,CODE,1692
fixme using contrasts variable name base function,CODE,1694
fixme add direct,BUILD,1695
ugly hence man page also cmd check global variable,BUILD,1696
options read code constant sense likely constant different it overwrite defaults directory containing genotype data directory containing data top level directory fixme throw error fails target directory outputs fixme throw error fails,ARCHITECTURE,1697
note group always defined should always called itt though fixme generalize subjects,DESIGN,1698
make local variables,DESIGN,1701
fixme would nice use detect whether contrasts use groups in theory fix,DEFECT,1702
fixme would error checking require options,ARCHITECTURE,1704
fixme slow,ARCHITECTURE,1705
fixme written note merge merge since want data subjects,REQUIREMENTS,1706
fixme user variables needed case used group etc,BUILD,1707
report groups actually included note assuming user nice define transform still works fixme maybe allow fixme instead list sort count otherwise,ALGORITHM,1710
fixme next line throws error na itt,DEFECT,1712
fixme would nice compute contrasts needs done within levels model,REQUIREMENTS,1714
better join whole lot delete columns later,ALGORITHM,1715
using names part column labels does nt work,DEFECT,1717
needed since calls par within,CODE,1718
match error fixme error,REQUIREMENTS,1720
force settings true case user options try override,USABILITY,1721
hard coded itt,CODE,1724
fixme throw error fails,CODE,1725
hard coded itt,CODE,1727
may broken apparently global cex setting,DEFECT,1728
currently allows vector matrix draw multiple legend line may break used unexpected ways fixme separate control line colour point colour fill,DEFECT,1729
fixme check col bg,DEFECT,1730
broken,DEFECT,1731
variants include parameters plot output control high fixme,ALGORITHM,1732
fixme may work truncation,DEFECT,1735
fixme still quite right,DEFECT,1736
fixme case one variant one set would better cbind like signal cbind marginal signals make zero safe make false safe index variants attr,CODE,1737
add title scaled fit necessary change to use fixme,REQUIREMENTS,1738
fixme instead nt use statement,CODE,1740
overwrite previous value tmp fixme temporary workaround would previously instead setting tmp,CODE,1741
overwrite previous value tmp fixme temporary workaround,CODE,1742
fixme make work db several blocks slightly differently depending class,ARCHITECTURE,1743
fixme grepl content tables expired help user,USABILITY,1747
return without checking hack fixme make actual check,PEOPLE,1748
could add checks existence tables present could add options attempt fix common problems eg select limit fails try metadata,CODE,1749
function use sql fixme general error message sql input may always appropriate,DESIGN,1750
character vector almost possible inputs,CODE,1751
fixme could potentially example depending behaviour input int type,CODE,1752
never happen,ALGORITHM,1753
hack could made object,DESIGN,1755
must better way,TEST,1756
must better way,TEST,1757
note can count data loaded will improve test supports tests data,TEST,1758
todo add user defined functions results,REQUIREMENTS,1759
the able run properly merge task fails stopping user processing merge task failed,DEFECT,1760
fails httr see https consider option progress bar,BUILD,1761
no idea,CODE,1762
no idea,CODE,1763
coding set variable names tau2 tau2 necessary nt know differently windows,ARCHITECTURE,1765
hack prevent range,CODE,1766
todo need group variant way determine,REQUIREMENTS,1767
todo should warning user will todo how content,USABILITY,1768
todo work,DEFECT,1769
todo pretty,CODE,1770
todo something api key todo point docs methods see methods,DEFECT,1771
todo add,CODE,1773
todo need check content least url title,ARCHITECTURE,1774
todo evaluate whether character,ALGORITHM,1775
make sense automatically get latest force user,TEST,1776
todo think handle exist,CODE,1777
case get back,CODE,1779
todo need test real error,TEST,1780
todo,CODE,1781
todo need validate content,CODE,1782
todo validate content,CODE,1784
todo validate needs,CODE,1785
todo check,CODE,1786
todo check url provided appropriate,CODE,1788
todo add interactive session todo add pretty print output todo test error cases todo do dry run check etc todo do changes within trycatch undo todo need way url,REQUIREMENTS,1789
todo add arguments build filter function users know arguments pass,CODE,1790
todo next stop figure filtering draw execution work make happen filter mutate need make actually work filters based started ended etc nrow fast know many total records show example,REQUIREMENTS,1791
todo go get vars,CODE,1792
todo figure number rows,CODE,1793
todo make sure right timestamp format,CODE,1795
todo validate inputs,CODE,1796
todo limit due bug rstudio connect,CODE,1797
todo would multiple,DESIGN,1798
todo need validate schedule needs id,CODE,1799
todo create description schedule,USABILITY,1800
todo translate something,USABILITY,1801
todo nice way print relative times,USABILITY,1802
todo hard use directly returns tag maybe create tag class,USABILITY,1804
todo try without,CODE,1805
todo find way build tag tree list tags,CODE,1807
todo,CODE,1808
todo,CODE,1809
todo way system debug output better error handling etc,CODE,1810
todo make silly sleep,ARCHITECTURE,1811
todo better way get self,CODE,1812
todo query and body,CODE,1813
todo allow updating variant,CODE,1814
todo directly today function rev self rev rev,USABILITY,1815
todo,CODE,1817
todo smarter noninteractive wait,ARCHITECTURE,1818
todo smarter noninteractive wait,ARCHITECTURE,1819
todo smarter noninteractive wait,ARCHITECTURE,1820
todo hard test rmarkdown creating variant possible,TEST,1821
todo would great able tail instance ie actually reference job,REQUIREMENTS,1822
todo should warning,USABILITY,1823
test,TEST,1824
test,TEST,1825
todo response get,DEFECT,1826
todo this great test since running could always start content,TEST,1827
todo this testing requires server todo use implementation somehow,TEST,1828
todo smarter noninteractive wait,ARCHITECTURE,1831
todo use newer way delete tags,CODE,1832
todo use newer way delete tags,CODE,1833
do ugly hack,CODE,1834
standard gaussian kernel choose better,ARCHITECTURE,1835
sapply isnull working currently,DEFECT,1838
bit nasty hack we fact environments special objects ie passed function,DESIGN,1839
note bit variable vector term names weights it actual name weight function this old code,CODE,1841
this general efficient the matrix rbind cbind if name,ARCHITECTURE,1842
ad hoc may symmetric due precision,DEFECT,1843
bit redundant codes later,CODE,1844
ad hoc may symmetric due precision,DEFECT,1845
if isna convert na na handled automatically since na definition variable allowed convert select variances fixme na covariances,ALGORITHM,1846
fixme it better modify includes regression coefficients,CODE,1847
fixme need handle dimensions better,REQUIREMENTS,1848
complete data fixme remove used meta,CODE,1850
complete data fixme remove used meta,CODE,1851
fixme allow missing,REQUIREMENTS,1852
if isna convert na na handled automatically since na definition variable allowed convert select variances fixme na covariances,CODE,1853
fixme need handle dimensions better,DEFECT,1854
assuming models,REQUIREMENTS,1855
it tested yet but work,TEST,1856
dirty trick avoid warning visible binding global variable,BUILD,1857
dirty trick avoid warning visible binding global variable,BUILD,1858
fixme diff fixedeffects done,DEFECT,1859
fixme,DEFECT,1860
fixme,DEFECT,1861
fixme,DEFECT,1862
problem read row,DEFECT,1863
adhoc observed statistics removing fixedeffects,CODE,1864
fixme test,TEST,1865
adhoc add observed statistics objectives adhoc observed statistics removing fixedeffects objectives,CODE,1866
fixme need check robust user dirty fix check whether transformation remove spaces,ARCHITECTURE,1867
fixme better use free parameters mplus aic this consistent however seems df npar used,CODE,1868
fixme definitions aic,DOCUMENTATION,1869
modelname may diff models fixme may break modelname variable modelname object call match modelname names object call specified default meta meta analysis ml isnull modelname modelname meta analysis ml else modelname paste modelname sep name sapply unlist dimnames function modelname,CODE,1870
index missing variables check,ALGORITHM,1871
known bug fall loop zero,DEFECT,1872
something color,CODE,1874
needs depend,CODE,1875
needs depend,CODE,1876
pass along,DEFECT,1877
env var nb see also todo created steven pav steven pav comments steven pav,DESIGN,1879
env var nb see also todo created steven pav steven pav comments steven pav,DESIGN,1880
check effects na,CODE,1881
todo figure error check,CODE,1882
todo flag based using sleep loop,CODE,1883
todo clear output modules needed anymore,CODE,1885
todo temp way check ending modules complete,CODE,1886
todo temp solution clear output,CODE,1887
todo unit tests,TEST,1889
todo rm causing issues isnull private futurepromise rm private futurepromise,ARCHITECTURE,1890
todo add check made sure type,CODE,1891
todo temp set multisession packages uses use multisession required set new future plan,CODE,1892
todo figure better way run unused graph does work outside argument ignore,CODE,1893
todo unit tests,TEST,1894
work,TEST,1895
nocov nocov,TEST,1897
nocov start note the function coverage reports since must used,TEST,1898
nocov end,TEST,1899
nocov start,TEST,1900
nocov end,TEST,1901
nocov start,TEST,1903
nocov end,TEST,1904
nocov start,TEST,1905
nocov end,TEST,1906
nocov start,TEST,1907
nocov end,TEST,1908
nocov start,TEST,1909
nocov end,TEST,1910
nocov start,TEST,1913
todo add formats lists,REQUIREMENTS,1914
nocov end,TEST,1917
nocov start,TEST,1920
nocov end,TEST,1921
nocov start,TEST,1922
nocov start,TEST,1924
nocov end,TEST,1925
nocov start,TEST,1926
nocov end,TEST,1927
nocov end,TEST,1929
nocov start,TEST,1930
nocov end,TEST,1931
nocov start,TEST,1932
workaround allow getting units create sf object,DESIGN,1933
nocov end,TEST,1934
nocov start,TEST,1935
nocov end,TEST,1936
nocov start,TEST,1937
workaround custom index since already json available current variables,CODE,1938
nocov end,TEST,1939
nocov start,TEST,1940
nocov end,TEST,1941
nocov start first ever execution,TEST,1942
nocov end first ever execution,TEST,1943
nocov start nolint,TEST,1944
nocov start message window,TEST,1945
nocov start,TEST,1948
nocov end check files,TEST,1949
nocov end,TEST,1951
nocov start,TEST,1952
nocov end,TEST,1953
workaround avoid error one custom index exists,BUILD,1954
nocov start,TEST,1955
nocov end,TEST,1956
nocov end,TEST,1958
nocov,TEST,1960
nocov,TEST,1961
nocov start,TEST,1962
nocov end,TEST,1963
nocov start,TEST,1964
nocov start,TEST,1966
nocov end,TEST,1967
workaround avoid note package check,BUILD,1968
nocov nolint,TEST,1969
nocov,TEST,1971
nocov,TEST,1973
nocov nolint,TEST,1976
nocov start note the function coverage reports since must used the goes function event,TEST,1978
create new env set environment helpers function avoid create globals todo consider passing everything explicitly,DESIGN,1979
workaround avoid note,BUILD,1980
nocov end,TEST,1981
nocov start coverage test since requires interactive execution,TEST,1982
nocov end,TEST,1983
nocov start,TEST,1984
nocov end,TEST,1985
